g1,g2,n1,n2,eps,feasible,chi,d1_i,d1_j,d1_ij,eps_add,SL,panel,origin
b2150,b4231,mglB,yjfF,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b2150,b4231,mglB,yjfF,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b2150,b4231,mglB,yjfF,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3617,b2415,kbl,ptsH,1.0,True,0.027512494580926868,9.421850506816792e-13,54.71267038680389,54.71267038680287,-9.094947017729282e-12,False,X,panel
b3617,b2415,kbl,ptsH,0.5,True,1.3847993506904016e-11,1.0961913305073095e-12,27.356334326930387,27.356334326931705,-9.094947017729282e-12,False,X,panel
b3617,b2415,kbl,ptsH,0.25,True,2.211084914285384e-12,1.0961913305073095e-12,13.678166296993158,13.678166296993593,-9.094947017729282e-12,False,X,panel
b3617,b2415,kbl,ptsH,0.125,True,1.9051906141203973e-11,6.046951598586519e-11,6.83908228202543,6.8390822820336705,-9.094947017729282e-12,False,X,panel
b3617,b2415,kbl,ptsH,0.0625,True,1.916730704347974e-11,6.046951598586519e-11,3.4195402745412036,3.419540274550437,-9.094947017729282e-12,False,X,panel
b3617,b2415,kbl,ptsH,0.03125,True,1.894028294933351e-11,6.046951598586519e-11,1.7097692191799083,1.7097692191883942,-9.094947017729282e-12,False,X,panel
b0974,b2996,hyaC,hybA,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0974,b2996,hyaC,hybA,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0974,b2996,hyaC,hybA,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0974,b2996,hyaC,hybA,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0974,b2996,hyaC,hybA,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0974,b2996,hyaC,hybA,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b1465,b3371,narV,frlB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b1465,b3371,narV,frlB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b1465,b3371,narV,frlB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b1465,b3371,narV,frlB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b1465,b3371,narV,frlB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b1465,b3371,narV,frlB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,B,panel
b3750,b4485,rbsC,ytfR,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3750,b4485,rbsC,ytfR,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3750,b4485,rbsC,ytfR,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3750,b4485,rbsC,ytfR,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3750,b4485,rbsC,ytfR,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b3750,b4485,rbsC,ytfR,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,0.0,False,ISO,panel
b0726,b3630,sucA,waaP,1.0,True,0.04970801614679425,33.98935757358514,4.6382442318813606e-14,33.989357573585224,-7.265157364599872e-10,False,X,panel
b0726,b3630,sucA,waaP,0.5,True,9.748017092486784e-12,16.99460147635231,2.863199319461465e-14,16.994601476355793,-7.265157364599872e-10,False,X,panel
b0726,b3630,sucA,waaP,0.25,True,1.4178328188377571e-06,8.497226181687012,2.863199319461465e-14,8.497226181675838,-7.265157364599872e-10,False,X,panel
b0726,b3630,sucA,waaP,0.125,True,1.0993892413756806e-11,4.248587129207372,2.863199319461465e-14,4.248587129202197,-7.265157364599872e-10,False,X,panel
b0726,b3630,sucA,waaP,0.0625,True,3.433213284231997e-12,2.124287132680037,2.863199319461465e-14,2.1242871326804056,-7.265157364599872e-10,False,X,panel
b0726,b3630,sucA,waaP,0.03125,True,1.6481639072769198e-12,1.0621427072663856,2.863199319461465e-14,1.0621427072664793,-7.265157364599872e-10,False,X,panel
b0114,b0430,aceE,cyoC,1.0,True,2.4687948854541673,66.1339876648162,126.3454183221056,192.6310476325429,-471.1617368737516,False,A,panel
b0114,b0430,aceE,cyoC,0.5,True,1.2787352985396991,33.066993610536116,63.17267928836114,96.08198835821719,-471.1617368737516,False,A,panel
b0114,b0430,aceE,cyoC,0.25,True,0.6414225449023546,16.533496583396033,31.5863097714891,48.04096063613048,-471.1617368737516,False,A,panel
b0114,b0430,aceE,cyoC,0.125,True,0.3233629841872747,8.26674806982588,15.793125013052546,24.02047691749062,-471.1617368737516,False,A,panel
b0114,b0430,aceE,cyoC,0.0625,True,0.16490678919148008,4.133373813040464,7.896555604741618,12.010318317250167,-471.1617368737516,False,A,panel
b0114,b0430,aceE,cyoC,0.03125,True,0.08495462720749798,2.066686590500424,3.9482764850508794,6.005232091326638,-471.1617368737516,False,A,panel
b3731,b2871,atpC,ygeX,1.0,True,9.452110348717187e-07,272.9656969818416,2.863199319461465e-14,272.9656969818416,0.0,False,X,panel
b3731,b2871,atpC,ygeX,0.5,True,0.005704935088483751,129.721954850527,2.863199319461465e-14,129.7219548505272,0.0,False,X,panel
b3731,b2871,atpC,ygeX,0.25,True,5.1023174369046765e-12,64.86074477132381,2.863199319461465e-14,64.8607447713239,0.0,False,X,panel
b3731,b2871,atpC,ygeX,0.125,True,9.45222867589249e-07,32.43013973172044,2.863199319461465e-14,32.43013973172986,0.0,False,X,panel
b3731,b2871,atpC,ygeX,0.0625,True,9.452138328711976e-07,16.214837211918624,2.863199319461465e-14,16.21483721192078,0.0,False,X,panel
b3731,b2871,atpC,ygeX,0.03125,True,2.6521807207112783e-12,8.107185952017195,2.863199319461465e-14,8.107185952018536,0.0,False,X,panel
b1692,b3281,ydiB,aroE,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b1692,b3281,ydiB,aroE,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b1692,b3281,ydiB,aroE,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b1692,b3281,ydiB,aroE,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b1692,b3281,ydiB,aroE,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b1692,b3281,ydiB,aroE,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344036,True,ISO,panel
b0844,b3812,ybjI,yigB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0844,b3812,ybjI,yigB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0844,b3812,ybjI,yigB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0844,b3812,ybjI,yigB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0844,b3812,ybjI,yigB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0844,b3812,ybjI,yigB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344003,True,ISO,panel
b0126,b0339,|can|,cynT,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0126,b0339,|can|,cynT,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0126,b0339,|can|,cynT,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0126,b0339,|can|,cynT,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0126,b0339,|can|,cynT,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0126,b0339,|can|,cynT,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b1190,b4053,dadX,alr,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542344018,True,ISO,panel
b0928,b4054,aspC,tyrB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b0928,b4054,aspC,tyrB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b0928,b4054,aspC,tyrB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b0928,b4054,aspC,tyrB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b0928,b4054,aspC,tyrB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b0928,b4054,aspC,tyrB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.90254234401,True,ISO,panel
b2708,b3197,gutQ,kdsD,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b2708,b3197,gutQ,kdsD,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b2708,b3197,gutQ,kdsD,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b2708,b3197,gutQ,kdsD,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b2708,b3197,gutQ,kdsD,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b2708,b3197,gutQ,kdsD,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343996,True,ISO,panel
b0078,b3671,ilvH,ilvB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3671,ilvH,ilvB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3671,ilvH,ilvB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3671,ilvH,ilvB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3671,ilvH,ilvB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3671,ilvH,ilvB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0078,b3670,ilvH,ilvN,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3671,ilvI,ilvB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b0077,b3670,ilvI,ilvN,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,18414.902542343993,True,ISO,panel
b1852,b2029,zwf,gnd,1.0,True,8.431490199983955,27.940489926081007,27.954685909766063,37.55638278741911,nan,False,ARCH,archetype
b1852,b2029,zwf,gnd,0.5,True,8.424981183360016,13.970100267557331,13.977342954883053,23.411320919170368,nan,False,ARCH,archetype
b1852,b2029,zwf,gnd,0.25,True,4.212375098407975,6.984905438294819,6.9886714774417875,11.70553278274447,nan,False,ARCH,archetype
b1852,b2029,zwf,gnd,0.125,True,2.106072791896078,3.492308023664172,3.4943357387224565,5.852638654160779,nan,False,ARCH,archetype
b1852,b2029,zwf,gnd,0.0625,True,1.0533530933529702,1.746077401184241,1.7471678051564923,2.9262278987345227,nan,False,ARCH,archetype
b1852,b2029,zwf,gnd,0.03125,True,0.526569053563874,0.8730385780385426,0.8735839025804033,1.4630138159199517,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,1.0,True,5.550760042679129e-13,3.0596128412419086,2.863199319461465e-14,3.0596128412420955,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,0.5,True,3.558197406629321e-11,1.5298064206211093,2.863199319461465e-14,1.5298064206565731,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,0.25,True,1.1320827578001367e-10,0.7649032104302104,2.863199319461465e-14,0.7649032103198498,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,0.125,True,3.7257841658253345e-11,0.3824516051580661,2.863199319461465e-14,0.3824516051897047,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,0.0625,True,1.3821246065455286e-11,0.19122580257809038,2.863199319461465e-14,0.19122580259125851,nan,False,ARCH,archetype
b3916,b1723,pfkA,pfkB,0.03125,True,7.1363714991728354e-12,0.09561290128889219,2.863199319461465e-14,0.09561290129594481,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,1.0,True,0.44488898125555487,36.03894962020742,27.940489926081007,62.76062904390669,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,0.5,True,0.22597264566392836,18.019431461756145,13.970100267557331,31.379647087425283,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,0.25,True,0.11558918274606772,9.009672382529994,6.984905438294819,15.689156109185706,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,0.125,True,0.0626736690743134,4.504792842917087,3.492308023664172,7.843910620065438,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,0.0625,True,0.030424967435943175,2.2523536971902702,1.746077401184241,3.9212812788666995,nan,False,ARCH,archetype
b4025,b1852,pgi,zwf,0.03125,True,0.012917157460171927,1.1261611313119788,0.8730385780385426,1.9603392747505213,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,1.0,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b2935,b2465,tktA,tktB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,1.0,True,5.343384696959475e-12,15.751556148693437,2.863199319461465e-14,15.751556148693652,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,0.5,True,4.029187041501629e-12,7.875778074347304,2.863199319461465e-14,7.875778074349459,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,0.25,True,1.764070044588692e-12,3.9378890371730018,2.863199319461465e-14,3.937889037173342,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,0.125,True,1.266463354929137e-11,1.9689444396402866,2.863199319461465e-14,1.9689444396404694,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,0.0625,True,1.9367806847854228e-11,0.9844722198210258,2.863199319461465e-14,0.9844722198288237,nan,False,ARCH,archetype
b3386,b2914,rpe,rpiA,0.03125,True,2.698431730899665e-12,0.49223610991119005,2.863199319461465e-14,0.49223610991159483,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,1.0,True,2.7826565787869058e-12,2.863199319461465e-14,3.6506700012667954e-12,9.26311732235956e-13,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,0.5,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,0.25,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,0.125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,0.0625,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
b1276,b0118,acnA,acnB,0.03125,True,0.0,2.863199319461465e-14,2.863199319461465e-14,2.863199319461465e-14,nan,False,ARCH,archetype
