gene_bnumber,kappa_mu_max,kappa_mu_sum,kappa_mu_own,kappa_v_lex,n_rxns,kappa_V_E22
b1095,0.0325369308814237,0.0325369308814237,0.0325369308814237,0.0009602284544040017,9,0.0009602284544039
b2323,0.0325369308814237,0.03253776704843853,0.0325369308814237,0.0009602284544040017,13,0.0009602284544039
b3018,0.03144573292705815,0.0581253138695319,0.03144573292705815,0.0008969016953569993,7,0.0008969016953569
b4041,0.03144573292705815,0.0581253138695319,0.03144573292705815,0.0008969016953569993,7,0.0008969016953569
b4160,0.03144573292705815,0.0581253138695319,0.03144573292705815,0.0008969016953569993,7,0.0008969016953569
b2585,0.03144573292705815,0.0581253138695319,0.03144573292705815,0.0008969016953569993,7,0.0008969016953569
b0175,0.03144573292705815,0.0581253138695319,0.03144573292705815,0.0008969016953569993,7,0.0008969016953569
b1262,0.023765120812253314,0.04753024162450663,0.023765120812253314,0.0005122729860436637,2,0.0005122729860436
b1260,0.023765120812253314,0.023765120812253314,0.023765120812253314,0.0005122729860436637,3,0.0005122729860436
b1261,0.023765120812253314,0.023765120812253314,0.023765120812253314,0.0005122729860436637,3,0.0005122729860436
b1263,0.023765120812253314,0.04753024162450663,0.023765120812253314,0.0005122729860436637,2,0.0005122729860436
b3708,0.023765120812253314,0.023765120812253314,0.023765120812253314,0.0005122729860436637,3,0.0005122729860436
b1264,0.023765120812253314,0.023765120812253314,0.023765120812253314,0.0005122729860436637,1,0.0005122729860436
b2903,0.02282924088920424,0.02282924088920424,0.02282924088920424,0.00047272039827535935,1,0.0004727203982757
b2904,0.02282924088920424,0.02282924088920424,0.02282924088920424,0.00047272039827535935,1,0.0004727203982757
b2905,0.02282924088920424,0.02282924088920424,0.02282924088920424,0.00047272039827535935,1,0.0004727203982757
b0914,0.019209264831900538,0.03614833621851298,0.019209264831900538,0.000334690118196526,32,0.0003346901181965
b1190,0.017426556756264616,0.017426556756264616,0.017426556756264616,0.00027545113861343563,1,0.0002754511386134
b4053,0.017426556756264616,0.017426556756264616,0.017426556756264616,0.00027545113861343563,1,0.0002754511386134
b1215,0.01626846544071185,0.01626846544071185,0.01626846544071185,0.00024005711360100041,1,0.0002400571136009
b3198,0.01626846544071185,0.01626846544071185,0.01626846544071185,0.00024005711360100041,1,0.0002400571136009
b2708,0.01626846544071185,0.01626846544071185,0.01626846544071185,0.00024005711360100041,1,0.0002400571136009
b0918,0.01626846544071185,0.01626846544071185,0.01626846544071185,0.00024005711360100041,1,0.0002400571136009
b0096,0.0162684654407109,0.0162684654407109,0.0162684654407109,0.00024005711360100047,1,0.0002400571136009
b3197,0.01626846544071185,0.01626846544071185,0.01626846544071185,0.00024005711360100041,1,0.0002400571136009
b0181,0.0162684654407109,0.0162684654407109,0.0162684654407109,0.00024005711360100047,1,0.0002400571136009
b0179,0.0162684654407109,0.0162684654407109,0.0162684654407109,0.00024005711360100047,1,0.0002400571136009
b0085,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
