tau,beta,D,L,mdl,sse,kappa_V,abs_err_kappa
0.1,50.0,0.5,16,-95.93597590157255,12.209860469634135,0.7953155854861277,0.5245936566551661
0.1,50.0,0.5,32,-95.93597590157255,12.209860469634135,0.7953155854861277,0.5245936566551661
0.2,1.0,0.05,4,-93.80188467724611,12.74228110820452,0.5700655969830555,0.2993436681520939
0.2,1.0,0.05,8,-96.54357838703794,12.0623835266837,0.7816385269869754,0.5109165981560139
0.2,1.0,0.05,16,-96.54357838703794,12.0623835266837,0.7816385269869754,0.5109165981560139
0.2,1.0,0.05,32,-96.54357838703794,12.0623835266837,0.7816385269869754,0.5109165981560139
0.2,1.0,0.1,4,-95.68156527223945,12.2721451598513,0.5512969931518492,0.28057506432088763
0.2,1.0,0.1,8,-97.56829539052079,11.817688928407819,0.7450187947804261,0.4742968659494645
0.2,1.0,0.1,16,-97.56829539052079,11.817688928407819,0.7450187947804261,0.4742968659494645
0.2,1.0,0.1,32,-97.56829539052079,11.817688928407819,0.7450187947804261,0.4742968659494645
0.2,1.0,0.2,4,-99.56513475169122,11.35502847778996,0.506553844057906,0.23583191522694447
0.2,1.0,0.2,8,-99.84418093547815,11.291833437892569,0.6658715270346162,0.3951495982036546
0.2,1.0,0.2,16,-99.84418093547815,11.291833437892569,0.6658715270346162,0.3951495982036546
0.2,1.0,0.2,32,-99.84418093547815,11.291833437892569,0.6658715270346162,0.3951495982036546
0.2,1.0,0.5,4,-110.7554741385429,9.077999924946909,0.3350085347043364,0.06428660587337481
0.2,1.0,0.5,8,-107.9879284231963,9.594641927178234,0.4178103723962763,0.1470884435653147
0.2,1.0,0.5,16,-107.9879284231963,9.594641927178234,0.4178103723962763,0.1470884435653147
0.2,1.0,0.5,32,-107.9879284231963,9.594641927178234,0.4178103723962763,0.1470884435653147
0.2,5.0,0.05,4,-92.41763610027141,13.099979384918262,0.6001652973685426,0.32944336853758105
0.2,5.0,0.05,8,-86.77926434302184,14.663744572118897,0.9160406529123545,0.6453187240813929
