tau,beta,D,L,structure,mdl,sse,nll,bic_penalty,scale,kappa_V_uncalibrated,kappa_V_calibrated,abs_err_calibrated,abs_err_uncalibrated
0.05,5.0,0.1,4,uniform,-422.62762044946487,87.7402505939742,-435.05683664630925,12.429216196844383,-0.14886817906400063,0.1751242832412781,-0.026070433156017352,0.3467658422140347,0.14557112581673926
0.05,5.0,0.1,4,kmeans,-422.73834735793463,87.70139837179545,-435.167563554779,12.429216196844383,-0.13960938700279796,0.25509859282398123,-0.03561415816943237,0.3563095672274497,0.06559681623403613
0.05,5.0,0.1,8,uniform,-448.5247981913091,79.10626228556829,-460.9540143881535,12.429216196844383,-0.1417063288191422,0.590456332197035,-0.08367139916365769,0.40436680822167503,0.2697609231390176
0.05,5.0,0.1,8,kmeans,-450.11630705662003,78.60426856489465,-462.5455232534644,12.429216196844383,-0.1205035723298548,0.6521824888738729,-0.07859031972027747,0.3992857287782948,0.3314870798158555
0.05,5.0,0.1,16,uniform,-448.5247981913091,79.10626228556829,-460.9540143881535,12.429216196844383,-0.1417063288191422,0.590456332197035,-0.08367139916365769,0.40436680822167503,0.2697609231390176
0.05,5.0,0.1,16,kmeans,-450.11630705662003,78.60426856489465,-462.5455232534644,12.429216196844383,-0.1205035723298548,0.6521824888738729,-0.07859031972027747,0.3992857287782948,0.3314870798158555
0.05,5.0,0.1,32,uniform,-448.5247981913091,79.10626228556829,-460.9540143881535,12.429216196844383,-0.1417063288191422,0.590456332197035,-0.08367139916365769,0.40436680822167503,0.2697609231390176
0.05,5.0,0.1,32,kmeans,-450.11630705662003,78.60426856489465,-462.5455232534644,12.429216196844383,-0.1205035723298548,0.6521824888738729,-0.07859031972027747,0.3992857287782948,0.3314870798158555
0.05,5.0,0.2,4,uniform,-400.5414394019746,95.84434564269156,-412.970655598819,12.429216196844383,-0.14760465509238385,0.26027444896762486,-0.03841772026922653,0.3591131293272439,0.060420960090392495
0.05,5.0,0.2,4,kmeans,-407.2076181819507,93.32245563131127,-419.6368343787951,12.429216196844383,-0.06448591837289813,0.14617855258373655,-0.009426458209783233,0.3301218672678006,0.1745168564742808
0.05,5.0,0.2,8,uniform,-415.85516257654984,90.1496063765472,-428.2843787733942,12.429216196844383,-0.12481853267373354,0.6705614987440317,-0.08369850234072965,0.40439391139874703,0.34986608968601435
0.05,5.0,0.2,8,kmeans,-421.76157670440074,88.04472524709524,-434.1907929012451,12.429216196844383,-0.08079891431930783,0.450359937931204,-0.036388594037752145,0.3570840030957695,0.12966452887318664
0.05,5.0,0.2,16,uniform,-415.85516257654984,90.1496063765472,-428.2843787733942,12.429216196844383,-0.12481853267373354,0.6705614987440317,-0.08369850234072965,0.40439391139874703,0.34986608968601435
0.05,5.0,0.2,16,kmeans,-421.76157670440074,88.04472524709524,-434.1907929012451,12.429216196844383,-0.08079891431930783,0.450359937931204,-0.036388594037752145,0.3570840030957695,0.12966452887318664
0.05,5.0,0.2,32,uniform,-415.85516257654984,90.1496063765472,-428.2843787733942,12.429216196844383,-0.12481853267373354,0.6705614987440317,-0.08369850234072965,0.40439391139874703,0.34986608968601435
0.05,5.0,0.2,32,kmeans,-421.76157670440074,88.04472524709524,-434.1907929012451,12.429216196844383,-0.08079891431930783,0.450359937931204,-0.036388594037752145,0.3570840030957695,0.12966452887318664
0.05,5.0,0.5,4,uniform,-454.7236560438389,77.1689064304027,-467.1528722406833,12.429216196844383,0.1272933720153538,0.10651443903444636,0.013558582113018502,0.30713682694499883,0.214180970023571
0.05,5.0,0.5,4,kmeans,-474.41697727706116,71.32331870554748,-486.84619347390554,12.429216196844383,0.25221351519248875,0.36630314783970525,0.09238660454272594,0.2283088045152914,0.04560773878168789
0.05,5.0,0.5,8,uniform,-448.5280603347884,79.10523006839205,-460.9572765316328,12.429216196844383,0.08018994101025037,0.30218134826684795,0.02423190449191646,0.2964635045661009,0.018514060791169407
0.05,5.0,0.5,8,kmeans,-458.12503821483784,76.12609276233685,-470.5542544116822,12.429216196844383,0.13371451996979633,0.5779250991300198,0.07727697720866755,0.2434184318493498,0.2572296900720024
0.05,5.0,0.5,16,uniform,-448.5280603347884,79.10523006839205,-460.9572765316328,12.429216196844383,0.08018994101025037,0.30218134826684795,0.02423190449191646,0.2964635045661009,0.018514060791169407
0.05,5.0,0.5,16,kmeans,-458.12503821483784,76.12609276233685,-470.5542544116822,12.429216196844383,0.13371451996979633,0.5779250991300198,0.07727697720866755,0.2434184318493498,0.2572296900720024
0.05,5.0,0.5,32,uniform,-448.5280603347884,79.10523006839205,-460.9572765316328,12.429216196844383,0.08018994101025037,0.30218134826684795,0.02423190449191646,0.2964635045661009,0.018514060791169407
0.05,5.0,0.5,32,kmeans,-458.12503821483784,76.12609276233685,-470.5542544116822,12.429216196844383,0.13371451996979633,0.5779250991300198,0.07727697720866755,0.2434184318493498,0.2572296900720024
0.05,10.0,0.02,4,uniform,-418.6839558279077,89.13529734716798,-431.1131720247521,12.429216196844383,-0.1297705973433721,0.024870022784407596,-0.003227397712675848,0.3239228067706932,0.29582538627360977
0.05,10.0,0.02,4,kmeans,-418.6872181556492,89.13413420054398,-431.11643435249357,12.429216196844383,-0.13083269862202432,0.09747498947170968,-0.012752915920737186,0.33344832497875454,0.22322041958630767
0.05,10.0,0.02,8,uniform,-458.2201576585219,76.09713398539795,-470.64937385536626,12.429216196844383,-0.16273637249938142,0.28100126709765333,-0.045729126875201885,0.3664245359332192,0.03969414196036403
0.05,10.0,0.02,8,kmeans,-458.72082928692265,75.9448877830338,-471.15004548376703,12.429216196844383,-0.14958566834612033,0.4192451614790822,-0.06271306768072565,0.383408476738743,0.09854975242106484
0.05,10.0,0.02,16,uniform,-458.2201576585219,76.09713398539795,-470.64937385536626,12.429216196844383,-0.16273637249938142,0.28100126709765333,-0.045729126875201885,0.3664245359332192,0.03969414196036403
0.05,10.0,0.02,16,kmeans,-458.72082928692265,75.9448877830338,-471.15004548376703,12.429216196844383,-0.14958566834612033,0.4192451614790822,-0.06271306768072565,0.383408476738743,0.09854975242106484
0.05,10.0,0.02,32,uniform,-458.2201576585219,76.09713398539795,-470.64937385536626,12.429216196844383,-0.16273637249938142,0.28100126709765333,-0.045729126875201885,0.3664245359332192,0.03969414196036403
0.05,10.0,0.02,32,kmeans,-458.72082928692265,75.9448877830338,-471.15004548376703,12.429216196844383,-0.14958566834612033,0.4192451614790822,-0.06271306768072565,0.383408476738743,0.09854975242106484
0.05,10.0,0.05,4,uniform,-419.8097616522732,88.73480363264008,-432.2389778491176,12.429216196844383,-0.13226421471444866,0.04731223026077014,-0.006257714981829937,0.3269531240398473,0.2733831787972472
0.05,10.0,0.05,4,kmeans,-419.8153378736758,88.73282443506835,-432.24455407052017,12.429216196844383,-0.13521261759387918,0.13055857281286376,-0.017653166379348377,0.33834857543736574,0.1901368362451536
0.05,10.0,0.05,8,uniform,-459.65049484299647,75.66299884741348,-472.07971103984084,12.429216196844383,-0.1608443785306456,0.32434722386777604,-0.052169427651152615,0.37286483670917,0.00365181480975868
0.05,10.0,0.05,8,kmeans,-460.20173551197945,75.4963485553609,-472.63095170882383,12.429216196844383,-0.14734926679309282,0.4665271706723108,-0.06874243653762108,0.38943784559563843,0.14583176161429345
0.05,10.0,0.05,16,uniform,-459.65049484299647,75.66299884741348,-472.07971103984084,12.429216196844383,-0.1608443785306456,0.32434722386777604,-0.052169427651152615,0.37286483670917,0.00365181480975868
0.05,10.0,0.05,16,kmeans,-460.20173551197945,75.4963485553609,-472.63095170882383,12.429216196844383,-0.14734926679309282,0.4665271706723108,-0.06874243653762108,0.38943784559563843,0.14583176161429345
0.05,10.0,0.05,32,uniform,-459.65049484299647,75.66299884741348,-472.07971103984084,12.429216196844383,-0.1608443785306456,0.32434722386777604,-0.052169427651152615,0.37286483670917,0.00365181480975868
0.05,10.0,0.05,32,kmeans,-460.20173551197945,75.4963485553609,-472.63095170882383,12.429216196844383,-0.14734926679309282,0.4665271706723108,-0.06874243653762108,0.38943784559563843,0.14583176161429345
0.05,10.0,0.1,4,uniform,-422.03168221070734,87.94965115605217,-434.4608984075517,12.429216196844383,-0.14337694412907728,0.10381892009267048,-0.014885239505667953,0.3355806485636853,0.2168764889653469
0.05,10.0,0.1,4,kmeans,-422.0397146236809,87.94682540977165,-434.46893082052526,12.429216196844383,-0.14139532658660042,0.18721466412713858,-0.026471278576057466,0.3471666876340748,0.13348074493087878
0.05,10.0,0.1,8,uniform,-460.6428482915733,75.36325639055731,-473.07206448841765,12.429216196844383,-0.1569040290530001,0.39876466143008,-0.06256778202233503,0.3832631910803524,0.07806925237206264
0.05,10.0,0.1,8,kmeans,-461.3272770391338,75.1572154432083,-473.75649323597816,12.429216196844383,-0.142437039882494,0.5458605624702068,-0.07775076270684946,0.3984461717648668,0.2251651534121894
0.05,10.0,0.1,16,uniform,-460.6428482915733,75.36325639055731,-473.07206448841765,12.429216196844383,-0.1569040290530001,0.39876466143008,-0.06256778202233503,0.3832631910803524,0.07806925237206264
0.05,10.0,0.1,16,kmeans,-461.3272770391338,75.1572154432083,-473.75649323597816,12.429216196844383,-0.142437039882494,0.5458605624702068,-0.07775076270684946,0.3984461717648668,0.2251651534121894
0.05,10.0,0.1,32,uniform,-460.6428482915733,75.36325639055731,-473.07206448841765,12.429216196844383,-0.1569040290530001,0.39876466143008,-0.06256778202233503,0.3832631910803524,0.07806925237206264
0.05,10.0,0.1,32,kmeans,-461.3272770391338,75.1572154432083,-473.75649323597816,12.429216196844383,-0.142437039882494,0.5458605624702068,-0.07775076270684946,0.3984461717648668,0.2251651534121894
0.05,10.0,0.2,4,uniform,-422.7871823549867,87.68426845480492,-435.2163985518311,12.429216196844383,-0.14644428095690365,0.1918171323788668,-0.02809052202643835,0.3487859310844557,0.12887827667915056
0.05,10.0,0.2,4,kmeans,-422.87561852806164,87.65325609579277,-435.304834724906,12.429216196844383,-0.13732420265344322,0.26929850009292616,-0.03698120180102929,0.3576766108590467,0.05139690896509119
0.05,10.0,0.2,8,uniform,-449.666910309744,78.74569364909316,-462.0961265065884,12.429216196844383,-0.14620470011988967,0.5541821424588393,-0.08102403394999258,0.40171944300800994,0.233486733400822
0.05,10.0,0.2,8,kmeans,-451.31128650471845,78.22944315400139,-463.74050270156283,12.429216196844383,-0.1243949883414046,0.6237036618374311,-0.07758560974275859,0.39828101880077593,0.30300825277941373
0.05,10.0,0.2,16,uniform,-449.666910309744,78.74569364909316,-462.0961265065884,12.429216196844383,-0.14620470011988967,0.5541821424588393,-0.08102403394999258,0.40171944300800994,0.233486733400822
0.05,10.0,0.2,16,kmeans,-451.31128650471845,78.22944315400139,-463.74050270156283,12.429216196844383,-0.1243949883414046,0.6237036618374311,-0.07758560974275859,0.39828101880077593,0.30300825277941373
0.05,10.0,0.2,32,uniform,-449.666910309744,78.74569364909316,-462.0961265065884,12.429216196844383,-0.14620470011988967,0.5541821424588393,-0.08102403394999258,0.40171944300800994,0.233486733400822
0.05,10.0,0.2,32,kmeans,-451.31128650471845,78.22944315400139,-463.74050270156283,12.429216196844383,-0.1243949883414046,0.6237036618374311,-0.07758560974275859,0.39828101880077593,0.30300825277941373
0.05,10.0,0.5,4,uniform,-418.6328729371271,89.15351236269234,-431.0620891339715,12.429216196844383,0.07157538968858396,0.04657405867037628,0.0033335563987111545,0.3173618526593062,0.27412135038764107
0.05,10.0,0.5,4,kmeans,-424.8373136758615,86.96815167440451,-437.26652987270586,12.429216196844383,0.14585476187196236,0.1393210950561096,0.020320645143149896,0.30037476391486745,0.18137431400190776
0.05,10.0,0.5,8,uniform,-379.1838807315627,104.39227836621444,-391.61309692840706,12.429216196844383,-0.07014145531956695,0.4663952710638985,-0.03271364306658575,0.3534090521246031,0.14569986200588114
0.05,10.0,0.5,8,kmeans,-407.5844234208237,93.18190401834097,-420.0136396176681,12.429216196844383,0.03880205611906247,0.08474540789873146,0.003288296073119418,0.31740711298489793,0.23595000115928588
0.05,10.0,0.5,16,uniform,-379.1838807315627,104.39227836621444,-391.61309692840706,12.429216196844383,-0.07014145531956695,0.4663952710638985,-0.03271364306658575,0.3534090521246031,0.14569986200588114
0.05,10.0,0.5,16,kmeans,-407.5844234208237,93.18190401834097,-420.0136396176681,12.429216196844383,0.03880205611906247,0.08474540789873146,0.003288296073119418,0.31740711298489793,0.23595000115928588
0.05,10.0,0.5,32,uniform,-379.1838807315627,104.39227836621444,-391.61309692840706,12.429216196844383,-0.07014145531956695,0.4663952710638985,-0.03271364306658575,0.3534090521246031,0.14569986200588114
0.05,10.0,0.5,32,kmeans,-407.5844234208237,93.18190401834097,-420.0136396176681,12.429216196844383,0.03880205611906247,0.08474540789873146,0.003288296073119418,0.31740711298489793,0.23595000115928588
0.05,50.0,0.02,4,uniform,-414.729606687152,90.55639509783322,-427.1588228839964,12.429216196844383,-0.13656276227621145,0.020025209645522474,0.002734697944352782,0.3179607111136646,0.3006701994124949
0.05,50.0,0.02,4,kmeans,-414.83840009506036,90.51699591587496,-427.26761629190474,12.429216196844383,-0.1115327647756751,0.01063828772568165,0.001186517642524403,0.31950889141549293,0.3100571213323357
0.05,50.0,0.02,8,uniform,-446.1698527845643,79.85494668738424,-458.59906898140866,12.429216196844383,-0.1605463215249661,0.09311847425264555,-0.014949828507279508,0.33564523756529685,0.2275769348053718
0.05,50.0,0.02,8,kmeans,-446.2489787927038,79.82967627404264,-458.67819498954816,12.429216196844383,-0.15479528599391187,0.21306333570533847,-0.03298119998532473,0.3536766090433421,0.10763207335267888
0.05,50.0,0.02,16,uniform,-446.1698527845643,79.85494668738424,-458.59906898140866,12.429216196844383,-0.1605463215249661,0.09311847425264555,-0.014949828507279508,0.33564523756529685,0.2275769348053718
0.05,50.0,0.02,16,kmeans,-446.2489787927038,79.82967627404264,-458.67819498954816,12.429216196844383,-0.15479528599391187,0.21306333570533847,-0.03298119998532473,0.3536766090433421,0.10763207335267888
0.05,50.0,0.02,32,uniform,-446.1698527845643,79.85494668738424,-458.59906898140866,12.429216196844383,-0.1605463215249661,0.09311847425264555,-0.014949828507279508,0.33564523756529685,0.2275769348053718
0.05,50.0,0.02,32,kmeans,-446.2489787927038,79.82967627404264,-458.67819498954816,12.429216196844383,-0.15479528599391187,0.21306333570533847,-0.03298119998532473,0.3536766090433421,0.10763207335267888
0.05,50.0,0.05,4,uniform,-414.5092407347175,90.63625247337536,-426.93845693156186,12.429216196844383,-0.10096941681623706,0.06067834317935346,0.006126656924194814,0.3145687521338225,0.2600170658786639
0.05,50.0,0.05,4,kmeans,-414.7244305265203,90.55827005503235,-427.15364672336466,12.429216196844383,-0.11538242212354531,0.012363671588082461,-0.0014265503741730144,0.32212195943219035,0.3083317374699349
0.05,50.0,0.05,8,uniform,-451.65531470346923,78.12186465338276,-464.0845309003136,12.429216196844383,-0.16301389868189964,0.13632861886703404,-0.022223459663434,0.34291886872145133,0.18436679019098332
0.05,50.0,0.05,8,kmeans,-451.73418154119815,78.09722364261334,-464.16339773804253,12.429216196844383,-0.15772441112719035,0.2711708811582423,-0.042770267545525084,0.36346567660354245,0.04952452789977507
0.05,50.0,0.05,16,uniform,-451.65531470346923,78.12186465338276,-464.0845309003136,12.429216196844383,-0.16301389868189964,0.13632861886703404,-0.022223459663434,0.34291886872145133,0.18436679019098332
0.05,50.0,0.05,16,kmeans,-451.73418154119815,78.09722364261334,-464.16339773804253,12.429216196844383,-0.15772441112719035,0.2711708811582423,-0.042770267545525084,0.36346567660354245,0.04952452789977507
0.05,50.0,0.05,32,uniform,-451.65531470346923,78.12186465338276,-464.0845309003136,12.429216196844383,-0.16301389868189964,0.13632861886703404,-0.022223459663434,0.34291886872145133,0.18436679019098332
0.05,50.0,0.05,32,kmeans,-451.73418154119815,78.09722364261334,-464.16339773804253,12.429216196844383,-0.15772441112719035,0.2711708811582423,-0.042770267545525084,0.36346567660354245,0.04952452789977507
0.05,50.0,0.1,4,uniform,-418.6187742964662,89.15854027780239,-431.0479904933106,12.429216196844383,-0.12126028681381983,0.004288525358812955,0.0005200278150179985,0.3201753812429994,0.3164068836992044
0.05,50.0,0.1,4,kmeans,-418.72368415098447,89.12113368903228,-431.15290034782885,12.429216196844383,-0.13296944230203908,0.08542363549143099,-0.01135873317070825,0.3320541422287256,0.23527177356658635
0.05,50.0,0.1,8,uniform,-456.67519951398856,76.56885761837152,-469.10441571083294,12.429216196844383,-0.1645022420255078,0.20594936839958056,-0.03387913284546827,0.35457454190348564,0.1147460406584368
0.05,50.0,0.1,8,kmeans,-456.9055586690903,76.49833676421714,-469.33477486593466,12.429216196844383,-0.1554804511943248,0.35565674717057366,-0.05529767152038669,0.375993080578404,0.034961338112556306
0.05,50.0,0.1,16,uniform,-456.67519951398856,76.56885761837152,-469.10441571083294,12.429216196844383,-0.1645022420255078,0.20594936839958056,-0.03387913284546827,0.35457454190348564,0.1147460406584368
0.05,50.0,0.1,16,kmeans,-456.9055586690903,76.49833676421714,-469.33477486593466,12.429216196844383,-0.1554804511943248,0.35565674717057366,-0.05529767152038669,0.375993080578404,0.034961338112556306
0.05,50.0,0.1,32,uniform,-456.67519951398856,76.56885761837152,-469.10441571083294,12.429216196844383,-0.1645022420255078,0.20594936839958056,-0.03387913284546827,0.35457454190348564,0.1147460406584368
0.05,50.0,0.1,32,kmeans,-456.9055586690903,76.49833676421714,-469.33477486593466,12.429216196844383,-0.1554804511943248,0.35565674717057366,-0.05529767152038669,0.375993080578404,0.034961338112556306
0.05,50.0,0.2,4,uniform,-420.9508219293719,88.33071946443812,-433.3800381262163,12.429216196844383,-0.13424496445672918,0.09021063820778479,-0.012110323919822924,0.3328057329778403,0.23048477085023256
0.05,50.0,0.2,4,kmeans,-420.95095799947694,88.3306713877701,-433.3801741963213,12.429216196844383,-0.1343055621936444,0.17469514445503234,-0.023462529588533038,0.3441579386465504,0.146000264602985
0.05,50.0,0.2,8,uniform,-460.8753813035744,75.29319120053674,-473.30459750041877,12.429216196844383,-0.15981683135476293,0.3629259450905658,-0.05800167456080691,0.37869708361882426,0.04223053603254845
0.05,50.0,0.2,8,kmeans,-461.4247723186012,75.12791126272352,-473.85398851544556,12.429216196844383,-0.14641937359690196,0.5116155846562894,-0.07491043342778667,0.395605842485804,0.19092017559827207
0.05,50.0,0.2,16,uniform,-460.8753813035744,75.29319120053674,-473.30459750041877,12.429216196844383,-0.15981683135476293,0.3629259450905658,-0.05800167456080691,0.37869708361882426,0.04223053603254845
0.05,50.0,0.2,16,kmeans,-461.4247723186012,75.12791126272352,-473.85398851544556,12.429216196844383,-0.14641937359690196,0.5116155846562894,-0.07491043342778667,0.395605842485804,0.19092017559827207
0.05,50.0,0.2,32,uniform,-460.8753813035744,75.29319120053674,-473.30459750041877,12.429216196844383,-0.15981683135476293,0.3629259450905658,-0.05800167456080691,0.37869708361882426,0.04223053603254845
0.05,50.0,0.2,32,kmeans,-461.4247723186012,75.12791126272352,-473.85398851544556,12.429216196844383,-0.14641937359690196,0.5116155846562894,-0.07491043342778667,0.395605842485804,0.19092017559827207
0.05,50.0,0.5,4,uniform,-373.8783083502445,106.63139709663814,-386.30752454708886,12.429216196844383,-0.10148191580593684,0.2545993383819394,-0.025837228621923194,0.3465326376799405,0.06609607067607798
0.05,50.0,0.5,4,kmeans,-416.76469264180787,89.82222715065717,-429.19390883865225,12.429216196844383,0.1187271698459783,0.15687361871570227,0.018625160773612422,0.30207024828440493,0.1638217903423151
0.05,50.0,0.5,8,uniform,-413.4734675347722,91.01254584932427,-425.9026837316166,12.429216196844383,-0.07728471514548892,0.31977912146169274,-0.024714038311641623,0.34540944736965895,0.0009162875963246164
0.05,50.0,0.5,8,kmeans,-414.1238528904391,90.77608066167056,-426.55306908728346,12.429216196844383,-0.06218175240360595,0.3966040929534345,-0.024661537510287185,0.3453569465683045,0.07590868389541716
0.05,50.0,0.5,16,uniform,-413.4734675347722,91.01254584932427,-425.9026837316166,12.429216196844383,-0.07728471514548892,0.31977912146169274,-0.024714038311641623,0.34540944736965895,0.0009162875963246164
0.05,50.0,0.5,16,kmeans,-414.1238528904391,90.77608066167056,-426.55306908728346,12.429216196844383,-0.06218175240360595,0.3966040929534345,-0.024661537510287185,0.3453569465683045,0.07590868389541716
0.05,50.0,0.5,32,uniform,-413.4734675347722,91.01254584932427,-425.9026837316166,12.429216196844383,-0.07728471514548892,0.31977912146169274,-0.024714038311641623,0.34540944736965895,0.0009162875963246164
0.05,50.0,0.5,32,kmeans,-414.1238528904391,90.77608066167056,-426.55306908728346,12.429216196844383,-0.06218175240360595,0.3966040929534345,-0.024661537510287185,0.3453569465683045,0.07590868389541716
0.1,0.5,0.02,4,uniform,-457.81146699885113,76.22163647523114,-470.2406831956955,12.429216196844383,0.3246646468908779,0.15857835071976015,0.051484784240968716,0.26921062481704866,0.1621170583382572
0.1,0.5,0.02,4,kmeans,-460.2238850512522,75.48966001431235,-472.65310124809656,12.429216196844383,0.40064368659025884,0.1582471890410871,0.06340073720996674,0.2572946718480506,0.16244822001693027
0.1,0.5,0.02,8,uniform,-451.63621967838213,78.12783183712855,-464.0654358752265,12.429216196844383,0.285248034902401,0.16565529977072443,0.04725284873076731,0.27344256032725006,0.15504010928729292
0.1,0.5,0.02,8,kmeans,-453.24500532218644,77.6266823139041,-465.6742215190308,12.429216196844383,0.344036524971157,0.16510561913145924,0.05680236345919861,0.26389304559881877,0.15558978992655811
0.1,0.5,0.02,16,uniform,-451.63621967838213,78.12783183712855,-464.0654358752265,12.429216196844383,0.285248034902401,0.16565529977072443,0.04725284873076731,0.27344256032725006,0.15504010928729292
0.1,0.5,0.02,16,kmeans,-453.24500532218644,77.6266823139041,-465.6742215190308,12.429216196844383,0.344036524971157,0.16510561913145924,0.05680236345919861,0.26389304559881877,0.15558978992655811
0.1,0.5,0.02,32,uniform,-451.63621967838213,78.12783183712855,-464.0654358752265,12.429216196844383,0.285248034902401,0.16565529977072443,0.04725284873076731,0.27344256032725006,0.15504010928729292
0.1,0.5,0.02,32,kmeans,-453.24500532218644,77.6266823139041,-465.6742215190308,12.429216196844383,0.344036524971157,0.16510561913145924,0.05680236345919861,0.26389304559881877,0.15558978992655811
0.1,0.5,0.05,4,uniform,-460.7183765822328,75.34049159776723,-473.1475927790772,12.429216196844383,0.34238120994832144,0.15845182429003415,0.054250927318940725,0.26644448173907664,0.1622435847679832
0.1,0.5,0.05,4,kmeans,-463.2811685485071,74.5721087112054,-475.71038474535146,12.429216196844383,0.4227388215702035,0.15753661053753565,0.06659684109280192,0.25409856796521546,0.1631587985204817
0.1,0.5,0.05,8,uniform,-454.3582252789765,77.28178848145481,-466.78744147582086,12.429216196844383,0.30052276699868896,0.165457022347818,0.04972360217533018,0.2709718068826872,0.15523838671019935
0.1,0.5,0.05,8,kmeans,-456.1042584825377,76.74392265609288,-468.5334746793821,12.429216196844383,0.3632404052069047,0.16470033639278386,0.05982581692902832,0.260869592128989,0.1559950726652335
0.1,0.5,0.05,16,uniform,-454.3582252789765,77.28178848145481,-466.78744147582086,12.429216196844383,0.30052276699868896,0.165457022347818,0.04972360217533018,0.2709718068826872,0.15523838671019935
0.1,0.5,0.05,16,kmeans,-456.1042584825377,76.74392265609288,-468.5334746793821,12.429216196844383,0.3632404052069047,0.16470033639278386,0.05982581692902832,0.260869592128989,0.1559950726652335
0.1,0.5,0.05,32,uniform,-454.3582252789765,77.28178848145481,-466.78744147582086,12.429216196844383,0.30052276699868896,0.165457022347818,0.04972360217533018,0.2709718068826872,0.15523838671019935
0.1,0.5,0.05,32,kmeans,-456.1042584825377,76.74392265609288,-468.5334746793821,12.429216196844383,0.3632404052069047,0.16470033639278386,0.05982581692902832,0.260869592128989,0.1559950726652335
0.1,0.5,0.1,4,uniform,-466.05205611788693,73.75014852797068,-478.4812723147313,12.429216196844383,0.3747726758561171,0.15804631594457538,0.059231440735749825,0.26146396832226754,0.16264909311344197
0.1,0.5,0.1,4,kmeans,-468.90941115038794,72.91202584766425,-481.3386273472323,12.429216196844383,0.4634058784561084,0.1562425685099401,0.07240372471258749,0.24829168434542986,0.16445284054807727
0.1,0.5,0.1,8,uniform,-459.3486799876962,75.75439887628083,-471.77789618454057,12.429216196844383,0.3284738711289226,0.16506058441618426,0.05421808913398636,0.266477319924031,0.1556348246418331
0.1,0.5,0.1,8,kmeans,-461.35441632222745,75.1490570342572,-473.78363251907183,12.429216196844383,0.39843303199645047,0.16391110077023238,0.06530759685775941,0.25538781220025797,0.15678430828778497
0.1,0.5,0.1,16,uniform,-459.3486799876962,75.75439887628083,-471.77789618454057,12.429216196844383,0.3284738711289226,0.16506058441618426,0.05421808913398636,0.266477319924031,0.1556348246418331
0.1,0.5,0.1,16,kmeans,-461.35441632222745,75.1490570342572,-473.78363251907183,12.429216196844383,0.39843303199645047,0.16391110077023238,0.06530759685775941,0.25538781220025797,0.15678430828778497
0.1,0.5,0.1,32,uniform,-459.3486799876962,75.75439887628083,-471.77789618454057,12.429216196844383,0.3284738711289226,0.16506058441618426,0.05421808913398636,0.266477319924031,0.1556348246418331
0.1,0.5,0.1,32,kmeans,-461.35441632222745,75.1490570342572,-473.78363251907183,12.429216196844383,0.39843303199645047,0.16391110077023238,0.06530759685775941,0.25538781220025797,0.15678430828778497
0.1,0.5,0.2,4,uniform,-478.5090798710349,70.16537208180321,-490.93829606787926,12.429216196844383,0.4514012829034457,0.15643086542759949,0.07061309333971469,0.25008231571830264,0.16426454363041787
0.1,0.5,0.2,4,kmeans,-482.1214006930892,69.15882221800476,-494.55061688993356,12.429216196844383,0.5603369311404485,0.15289071366860002,0.08567031329693635,0.235025095761081,0.16780469538941734
0.1,0.5,0.2,8,uniform,-470.99403111019103,72.30657815485648,-483.4232473070354,12.429216196844383,0.39469270305552795,0.16379163890260293,0.06464736469636331,0.25604804436165407,0.15690377015541443
0.1,0.5,0.2,8,kmeans,-473.6295294681607,71.54832644737982,-486.05874566500506,12.429216196844383,0.48168160048384995,0.16158790353055233,0.07783391999142639,0.24286148906659097,0.15910750552746503
0.1,0.5,0.2,16,uniform,-470.99403111019103,72.30657815485648,-483.4232473070354,12.429216196844383,0.39469270305552795,0.16379163890260293,0.06464736469636331,0.25604804436165407,0.15690377015541443
0.1,0.5,0.2,16,kmeans,-473.6295294681607,71.54832644737982,-486.05874566500506,12.429216196844383,0.48168160048384995,0.16158790353055233,0.07783391999142639,0.24286148906659097,0.15910750552746503
0.1,0.5,0.2,32,uniform,-470.99403111019103,72.30657815485648,-483.4232473070354,12.429216196844383,0.39469270305552795,0.16379163890260293,0.06464736469636331,0.25604804436165407,0.15690377015541443
0.1,0.5,0.2,32,kmeans,-473.6295294681607,71.54832644737982,-486.05874566500506,12.429216196844383,0.48168160048384995,0.16158790353055233,0.07783391999142639,0.24286148906659097,0.15910750552746503
0.1,0.5,0.5,4,uniform,-527.1586773639099,57.75769135502334,-539.5878935607543,12.429216196844383,0.8092489292978963,0.1422201633840467,0.11509151494311166,0.2056038941149057,0.17847524567397066
0.1,0.5,0.5,4,kmeans,-534.3820844993926,56.11274080844855,-546.811300696237,12.429216196844383,1.0171241395690958,0.13139024289564458,0.13364018775300698,0.18705522130501037,0.18930516616237278
0.1,0.5,0.5,8,uniform,-518.5254620293518,59.78706812671072,-530.9546782261963,12.429216196844383,0.7051103124671729,0.1522923753377694,0.10738292436078256,0.2133124846972348,0.16840303372024795
0.1,0.5,0.5,8,kmeans,-524.0759801191455,58.47429834393987,-536.5051963159899,12.429216196844383,0.8704411991932726,0.14400707138663024,0.12534968791008963,0.19534572114792773,0.1766883376713871
0.1,0.5,0.5,16,uniform,-518.5254620293518,59.78706812671072,-530.9546782261963,12.429216196844383,0.7051103124671729,0.1522923753377694,0.10738292436078256,0.2133124846972348,0.16840303372024795
