bnum,gene_name_keio,COG_id,keio_call,PEC,MG_Tn5,y_essential_in_silico_iML1515,b_wt,b_ko,delta_b,kV,log10_kV
b0758,galT,COG1085,N,,,0,0.9259332133632957,0.9259332133632785,1.7208456881689926e-14,1642.9609427762473,3.2156272393094554
b0420,dxs,COG1154,E,E,u,1,0.9259332133632957,-5.063592605987697e-16,0.9259332133632963,10077.449070721106,4.003350611998924
b1208,ispE,COG1947,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,10077.449070721113,4.003350611998924
b2746,ispF,COG0245,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,10077.449070721119,4.003350611998924
b3526,kdgK,COG0524,N,,,0,0.9259332133632957,0.92593321336328,1.5654144647214707e-14,4661.897869087474,3.6685627549465503
b3565,xylA,COG2115,N,,,0,0.9259332133632957,0.925933213363255,4.0745185003743245e-14,4661.897869087537,3.668562754946556
b2048,cpsG,COG1109,N,,,0,0.9259332133632957,0.925933213363255,4.0745185003743245e-14,4661.897869087537,3.668562754946556
b4015,aceA,COG2224,N,,,0,0.9259332133632957,0.925933213363255,4.0745185003743245e-14,4661.897869087537,3.668562754946556
b0116,lpd,COG1249,N,,,0,0.9259332133632957,0.9259332133633177,-2.19824158875781e-14,4535.255006934853,3.6566017114602904
b2903,gcvP,COG0403,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b2904,gcvH,COG0509,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b2905,gcvT,COG0404,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b0261,mmuM,COG2040,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b0344,lacZ,COG3250,u,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b4239,treC,COG0366,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,4535.25500693508,3.656601711460312
b3956,ppc,COG2352,N,,,0,0.9259332133632957,0.9259332133633068,-1.1102230246251565e-14,4864.17806144717,3.687009464638139
b0822,ybiV,COG0561,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b2540,hcaC,COG2146,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b2542,hcaD,COG0446,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b2538,hcaE,COG4638,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b2541,hcaB,COG1028,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b0617,citD,COG3052,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b0614,citX,COG3697,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b0615,citF,COG3051,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b2052,fcl,COG0451,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b1636,pdxY,COG2240,N,,,0,0.9259332133632957,0.925933213363259,3.674838211509268e-14,4864.178061446353,3.687009464638066
b1277,ribA,COG0807,E,N,u,1,0.9259332133632957,-1.055755007411455e-12,0.9259332133643514,4938.285869337625,3.693576226924861
b2751,cysN,COG2895,N,,,1,0.9259332133632957,1.1062664038997636e-14,0.9259332133632846,3782.181361595364,3.577742350117595
b2752,cysD,COG0175,N,,,1,0.9259332133632957,3.1112815792122936e-16,0.9259332133632954,3782.181361595393,3.5777423501175987
b2799,fucO,COG1454,N,,,0,0.9259332133632957,0.9259332133632582,3.752553823233029e-14,2666.5114508524407,3.4259434530222146
b3902,rhaD,COG0235,u,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b2705,srlD,COG1028,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b2091,gatD,COG1063,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3137,kbaY,COG0191,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3132,kbaZ,COG4573,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b2096,gatY,COG0191,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b2095,gatZ,COG4573,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b4323,uxuB,COG0246,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3385,gph,COG0546,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b0507,gcl,COG3960,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3061,ttdA,COG1951,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3062,ttdB,COG1838,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b3126,garL,COG3836,N,,,0,0.9259332133632957,0.9259332133633079,-1.2212453270876722e-14,2666.511450852462,3.425943453022218
b1095,fabF,COG0304,N,,,1,0.9259332133632957,3.56951284368737e-15,0.9259332133632922,12154.799274117708,4.084747791244936
b1054,lpxL,COG1560,N,,,0,0.9259332133632957,0.9259332133632681,2.7644553313166398e-14,2637.1038606203547,3.421127234535967
b1855,lpxM,COG1560,N,,,0,0.9259332133632957,0.9259332133632872,8.548717289613705e-15,2637.103860620358,3.4211272345359673
b0109,nadC,COG0157,N,,,1,0.9259332133632957,9.366672109091908e-13,0.925933213362359,8531.859505727887,3.9310436953018297
b1094,acpP,COG0236,E,E,u,1,0.9259332133632957,2.042780272857486e-14,0.9259332133632753,3803.0289288844215,3.580129629015865
b2836,aas,COG0204,N,,,0,0.9259332133632957,0.9259332133631627,1.3300471835009375e-13,2144.286744490417,3.3312828608822294
b2472,dapE,COG0624,E,N,u,1,0.9259332133632957,6.414064443568985e-16,0.925933213363295,9243.79605400654,3.9658503550679276
b1589,ynfG,COG0437,N,,,0,0.9259332133632957,0.9259332133632582,3.752553823233029e-14,4050.874881625538,3.6075488294440743
b1588,ynfF,COG0243,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b1587,ynfE,COG0243,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b1590,ynfH,COG3302,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b0895,dmsB,COG0437,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b0896,dmsC,COG3302,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b3553,tiaE,COG1052,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b0638,cobC,COG0406,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b0469,apt,COG0503,N,,,0,0.9259332133632957,0.9259332133631757,1.2001510896197942e-13,4050.8748816258194,3.6075488294441045
b3187,ispB,COG0142,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,9243.796054006405,3.9658503550679214
b3225,nanA,COG0329,N,,,0,0.9259332133632957,0.9259332133633361,-4.04121180963557e-14,916.7733497273895,2.962261980021917
b3942,katG,COG0376,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b0586,entF,COG1020,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3794,rffM,COG1922,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3693,dgoK,COG3734,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b2901,bglA,COG2723,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3721,bglB,COG2723,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b2716,ascB,COG2723,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3416,malQ,COG1640,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b1398,paaK,COG1541,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b0049,apaH,COG0639,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3784,rfe,COG0472,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b3052,rfaE,COG2870,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b1896,otsA,COG0380,N,,,0,0.9259332133632957,0.9259332133633104,-1.4654943925052066e-14,961.0321015263185,2.9827378947267063
b0841,ybjG,COG0671,N,,,1,0.9259332133632957,3.655115193982461e-16,0.9259332133632954,8423.056869523021,3.925469732905317
b1278,pgpB,COG0671,N,,,1,0.9259332133632957,0.0,0.9259332133632957,8423.056869522907,3.9254697329053108
b3057,bacA,COG1968,N,,,1,0.9259332133632957,0.0,0.9259332133632957,8423.056869522907,3.9254697329053108
b3519,treF,COG1626,N,,,0,0.9259332133632957,0.925933213363247,4.873879078104437e-14,670.5965073213728,2.8264612871557224
b0910,cmk,COG0283,N,,,1,0.9259332133632957,1.4330202843668948e-32,0.9259332133632957,5879.402481326607,3.769333191339986
b3648,gmk,COG0194,E,E,u,1,0.9259332133632957,-4.731226361941224e-15,0.9259332133633005,5879.40248132663,3.769333191339988
b1694,ydiF,COG4670,N,,,0,0.9259332133632957,0.9259332133633131,-1.7430501486614958e-14,2486.955905991694,3.3956680852481207
b2221,atoD,COG1788,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2222,atoA,COG2057,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2039,rfbA,COG1209,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b3789,rffH,COG1209,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2041,rfbB,COG1088,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2036,glf,COG0562,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2038,rfbC,COG1898,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b2040,rfbD,COG1091,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b0512,allB,COG0044,N,,,0,0.9259332133632957,0.9259332133632965,-7.771561172376096e-16,2486.955905991592,3.3956680852481025
b3972,murB,COG0812,E,E,u,1,0.9259332133632957,4.435522445999165e-31,0.9259332133632957,6229.135139127959,3.7944277528585566
b3617,kbl,COG0156,N,,,0,0.9259332133632957,0.9259332133633368,-4.107825191113079e-14,23696.284114801565,4.374680248332385
b0030,rihC,COG1957,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b0200,gmhB,COG0241,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b0222,lpcA,COG0279,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b0038,caiB,COG1804,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b0036,caiD,COG1024,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b3844,fre,COG0543,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b2784,relA,COG0317,N,,,0,0.9259332133632957,0.9259332133632738,2.1871393585115584e-14,23696.284116903393,4.374680248370906
b1019,ycdB,COG2837,N,,,1,0.9259332133632957,0.0,0.9259332133632957,19870.542145764437,4.298209716516048
b0475,hemH,COG0276,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,19870.542145764437,4.298209716516048
b4040,ubiA,COG0382,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,19870.542145764437,4.298209716516048
b3974,coaA,COG1072,N,,,1,0.9259332133632957,0.0,0.9259332133632957,19870.5421457644,4.298209716516047
b0103,coaE,COG0237,N,,,1,0.9259332133632957,0.0,0.9259332133632957,19870.542145764397,4.298209716516047
b2104,thiM,COG2145,N,,,0,0.9259332133632957,0.92593321337269,-9.394263145168225e-12,24718.752701113703,4.393026552634811
b1215,kdsA,COG2877,E,E,u,1,0.9259332133632957,2.4367434626549745e-16,0.9259332133632955,26460.294533727596,4.422594674079022
b3198,kdsC,COG1778,N,,,1,0.9259332133632957,0.0,0.9259332133632957,26460.294533727538,4.422594674079021
b1747,astA,COG3138,N,,,0,0.9259332133632957,0.92593321336298,3.157474282033945e-13,24455.46279117884,4.388375885752824
b1744,astE,COG2988,N,,,0,0.9259332133632957,0.9259332133632133,8.237854842718662e-14,24455.46279119709,4.388375885753148
b0340,cynS,COG1513,N,,,0,0.9259332133632957,0.9259332133632133,8.237854842718662e-14,24455.46279119709,4.388375885753148
b2988,gss,COG0754,N,,,0,0.9259332133632957,0.9259332133632133,8.237854842718662e-14,24455.46279119709,4.388375885753148
b2883,guaD,COG0402,N,,,0,0.9259332133632957,0.9259332133632133,8.237854842718662e-14,24455.46279119709,4.388375885753148
b1098,tmk,COG0125,E,E,u,1,0.9259332133632957,-4.78448746884188e-15,0.9259332133633005,23795.03073702436,4.376486270131265
b0888,trxB,COG0492,N,,,0,0.9259332133632957,0.925933213363247,4.873879078104437e-14,33295.628988931414,4.522387223578822
b2690,yqaB,COG0637,N,,,0,0.9259332133632957,0.9259332133632429,5.284661597215745e-14,33295.62898893138,4.522387223578822
b0688,pgm,COG0033,N,,,0,0.9259332133632957,0.9259332133632429,5.284661597215745e-14,33295.62898893138,4.522387223578822
b1317,ycjU,COG0637,N,,,0,0.9259332133632957,0.9259332133632429,5.284661597215745e-14,33295.62898893138,4.522387223578822
b2168,fruK,COG1105,N,,,0,0.9259332133632957,0.9259332133632429,5.284661597215745e-14,33295.62898893138,4.522387223578822
b2687,luxS,COG1854,N,,,1,0.9259332133632957,1.6340801660564258e-12,0.9259332133616617,27526.041049727683,4.439743753206088
b3581,sgbH,COG0269,N,,,0,0.9259332133632957,0.9259332133632397,5.595524044110789e-14,33325.615511832264,4.522778179418941
b4196,ulaD,COG0269,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b3582,sgbU,COG3623,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b4197,ulaE,COG3623,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b3575,yiaK,COG2055,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b0312,betB,COG1012,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b0403,malZ,COG0366,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b0207,dkgB,COG0656,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b3962,sthA,COG1249,N,,,0,0.9259332133632957,0.9259332133632445,5.1181281435219717e-14,33325.615511832024,4.522778179418938
b2764,cysJ,COG0369,N,,,1,0.9259332133632957,8.890110434557421e-15,0.9259332133632868,27149.727371487723,4.43376547290634
b2763,cysI,COG0155,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27149.727371487785,4.433765472906342
b0937,ssuE,COG0431,N,,,0,0.9259332133632957,0.9259332133633298,-3.4083846855992306e-14,29869.34522908426,4.475225702466452
b2563,acpS,COG0736,E,E,u,0,0.9259332133632957,0.9259332133631193,1.7641443861293737e-13,29869.345229084953,4.475225702466463
b3475,acpT,COG2091,N,,,0,0.9259332133632957,0.9259332133631193,1.7641443861293737e-13,29869.345229084953,4.475225702466463
b2507,guaA,COG0518,N,,,1,0.9259332133632957,-8.456145991585856e-16,0.9259332133632966,30586.11772658267,4.485524355803823
b1982,amn,COG0775,N,,,0,0.9259332133632957,0.9259332133632392,5.651035195342047e-14,29496.55917917939,4.469771357786631
b3360,pabA,COG0512,N,,,1,0.9259332133632957,-3.6721723982210464e-13,0.925933213363663,30114.33781481059,4.478773317895589
b1812,pabB,COG0147,N,,,1,0.9259332133632957,0.0,0.9259332133632957,30114.337814808885,4.478773317895564
b1096,pabC,COG0115,N,,,1,0.9259332133632957,0.0,0.9259332133632957,30114.337814808885,4.478773317895564
b2416,ptsI,COG1080,N,,,0,0.9259332133632957,0.9259332133621475,1.1481926520673369e-12,33520.276145048294,4.525307587755873
b2415,ptsH,COG1925,N,,,0,0.9259332133632957,0.9259332133632676,2.808864252301646e-14,33520.276145060285,4.525307587756028
b1199,dhaL,COG2376,N,,,0,0.9259332133632957,0.9259332133632676,2.808864252301646e-14,33520.276145060285,4.525307587756028
b1198,dhaH,COG1080,N,,,0,0.9259332133632957,0.9259332133632676,2.808864252301646e-14,33520.276145060285,4.525307587756028
b0171,pyrH,COG0528,E,E,u,1,0.9259332133632957,-9.08489948724911e-16,0.9259332133632966,40401.92925002756,4.606402103789721
b2498,upp,COG0035,N,,,0,0.9259332133632957,0.9259332133632311,6.461498003318411e-14,26346.662214752134,4.420725603475215
b2780,pyrG,COG0504,E,u,u,1,0.9259332133632957,3.411440847716964e-15,0.9259332133632923,25791.146565304818,4.411470649463124
b0087,mraY,COG0472,E,E,u,1,0.9259332133632957,6.0581722565877895e-12,0.9259332133572376,30832.00745033963,4.489001802255624
b0090,murG,COG0707,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,30832.007450408313,4.489001802256591
b3946,fsaB,COG0176,N,,,0,0.9259332133632957,0.9259332133605371,2.7585711492861265e-12,27829.86872725538,4.444511157783447
b3619,rfaD,COG0451,N,,,0,0.9259332133632957,0.9259332133633885,-9.281464485866309e-14,27829.86872726801,4.444511157783644
b4267,idnD,COG1063,N,,,0,0.9259332133632957,0.9259332133633885,-9.281464485866309e-14,27829.86872726801,4.444511157783644
b1033,ycdW,COG0111,N,,,0,0.9259332133632957,0.9259332133633885,-9.281464485866309e-14,27829.86872726801,4.444511157783644
b3957,argE,COG0624,N,,,1,0.9259332133632957,-4.76054349664159e-16,0.9259332133632961,28750.077515465702,4.458639019964559
b1623,add,COG1816,N,,,0,0.9259332133632957,0.9259332133632829,1.27675647831893e-14,27897.38161493063,4.445563443289704
b3665,ade,COG1001,N,,,0,0.9259332133632957,0.9259332133632567,3.8968828164342995e-14,27897.3816149306,4.4455634432897035
b4177,purA,COG0104,N,,,1,0.9259332133632957,-5.695162394561387e-14,0.9259332133633527,29862.78779782476,4.475130348221473
b0677,nagA,COG1820,N,,,0,0.9259332133632957,0.9259332133632822,1.354472090042691e-14,27496.82092126276,4.439282485242511
b0828,iaaA,COG1446,N,,,0,0.9259332133632957,0.9259332133632879,7.771561172376096e-15,27496.820921262755,4.439282485242511
b1767,ansA,COG0252,N,,,0,0.9259332133632957,0.9259332133632879,7.771561172376096e-15,27496.820921262755,4.439282485242511
b0674,asnB,COG0367,N,,,1,0.9259332133632957,1.0895301854955424e-15,0.9259332133632946,31763.70413014845,4.501931142038485
b3744,asnA,COG2502,N,,,0,0.9259332133632957,0.9259332133632125,8.315570454442422e-14,27498.11699479678,4.439302955402325
b4245,pyrB,COG0540,N,,,1,0.9259332133632957,-1.2140466910847534e-15,0.9259332133632969,31763.704130148548,4.501931142038487
b4244,pyrI,COG1781,N,,,1,0.9259332133632957,0.0,0.9259332133632957,31763.70413014847,4.501931142038486
b0029,ispH,COG0761,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,31763.70413014847,4.501931142038486
b1092,fabD,COG0331,E,E,u,1,0.9259332133632957,-1.0213492104719337e-15,0.9259332133632967,30211.03125642749,4.480165550209784
b3809,dapF,COG0253,N,,,1,0.9259332133632957,8.137564869343551e-45,0.9259332133632957,30211.031256427457,4.480165550209784
b0031,dapB,COG0289,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,30211.03125642732,4.480165550209781
b0003,thrB,COG0083,N,,,1,0.9259332133632957,0.0,0.9259332133632957,30211.03125642733,4.480165550209782
b1748,astC,COG4992,N,,,1,0.9259332133632957,0.0,0.9259332133632957,28585.61144648875,4.456147486212561
b3359,argD,COG4992,N,,,1,0.9259332133632957,0.0,0.9259332133632957,28585.61144648867,4.4561474862125605
b0004,thrC,COG0498,N,,,1,0.9259332133632957,0.0,0.9259332133632957,28585.61144648867,4.4561474862125605
b4013,metA,COG1897,N,,,1,0.9259332133632957,-4.839812274055242e-14,0.9259332133633441,26344.813595583626,4.420695130041248
b1704,aroH,COG0722,N,,,1,0.9259332133632957,0.0,0.9259332133632957,26344.813595583586,4.420695130041247
b2601,aroF,COG0722,N,,,1,0.9259332133632957,1.7483530583039723e-15,0.9259332133632939,26344.813595583626,4.420695130041248
b0754,aroG,COG0722,N,,,1,0.9259332133632957,1.7483530583039723e-15,0.9259332133632939,26344.813595583626,4.420695130041248
b2700,ygaD,COG1546,N,,,0,0.9259332133632957,0.9259332133632795,1.6209256159527285e-14,27979.763811077413,4.446844044109393
b1014,putA,COG4230,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b1584,speG,COG1670,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b4014,aceB,COG2225,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b2976,glcB,COG2225,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b1897,otsB,COG1877,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b3034,nudF,COG0494,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b3397,nudE,COG0494,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b0062,araA,COG2160,u,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b3600,mtlD,COG0246,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b3608,gpsA,COG0240,E,N,N,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b4119,melA,COG1486,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b2802,fucI,COG2407,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b2803,fucK,COG1070,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b2800,fucA,COG0235,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b2738,ygbL,COG0235,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27979.76381107744,4.446844044109394
b0335,prpE,COG0365,N,,,0,0.9259332133632957,0.9259332133632466,4.907185768843192e-14,27446.27753939861,4.438483450654098
b1236,galU,COG1210,N,,,0,0.9259332133632957,0.9259332133632455,5.0182080713057076e-14,27446.27753939864,4.438483450654099
b0179,lpxD,COG1044,E,E,u,1,0.9259332133632957,-4.4752877052348596e-17,0.9259332133632957,34476.11814122765,4.537518360263129
b0085,murE,COG0769,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,34476.11814122784,4.537518360263132
b0091,murC,COG0773,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,34476.11814122781,4.537518360263131
b0088,murD,COG0771,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,34476.11814122781,4.537518360263131
b0505,allA,COG3194,N,,,0,0.9259332133632957,0.9259332133632496,4.6074255521943996e-14,27451.869707227648,4.4385719289638494
b0350,mhpD,COG3971,N,,,0,0.9259332133632957,0.9259332133632321,6.361577931102147e-14,27451.869707227546,4.438571928963848
b0352,mhpE,COG4569,N,,,0,0.9259332133632957,0.9259332133632872,8.548717289613705e-15,27451.86970722741,4.438571928963845
b0347,mhpA,COG0654,N,,,0,0.9259332133632957,0.9259332133632872,8.548717289613705e-15,27451.86970722741,4.438571928963845
b0726,sucA,COG0567,N,,,0,0.9259332133632957,0.925933213363288,7.66053886991358e-15,27986.06756113459,4.446941878227446
b0727,sucB,COG0508,N,,,0,0.9259332133632957,0.9259332133632797,1.5987211554602254e-14,27986.067561134616,4.446941878227447
b0131,panD,COG0853,N,,,1,0.9259332133632957,-2.3331203585873413e-16,0.9259332133632959,35815.12140516464,4.554066427657246
b0086,murF,COG0770,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,35815.12140516482,4.554066427657248
b0096,lpxC,COG0774,E,E,u,1,0.9259332133632957,3.003802244560785e-14,0.9259332133632656,33744.1337940365,4.528198284357733
b0181,lpxA,COG1043,E,E,u,1,0.9259332133632957,0.0,0.9259332133632957,33744.13379403694,4.528198284357738
b2019,hisG,COG0040,N,,,1,0.9259332133632957,0.0,0.9259332133632957,33744.13379403694,4.528198284357738
b2020,hisD,COG0141,N,,,1,0.9259332133632957,0.0,0.9259332133632957,33744.1337940368,4.528198284357736
b2022,hisB,COG0131,N,,,1,0.9259332133632957,0.0,0.9259332133632957,33744.133794036825,4.528198284357737
b1207,prsA,COG0462,E,E,u,0,0.9259332133632957,0.9259332133632607,3.497202527569243e-14,27937.358112164355,4.446185334793308
b2026,hisI,COG0139,N,,,1,0.9259332133632957,-9.931893488979909e-16,0.9259332133632967,35791.66367419444,4.55378188580911
b2024,hisA,COG0106,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194424,4.55378188580911
b3607,cysE,COG1045,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194366,4.5537818858091095
b2421,cysM,COG0031,N,,,1,0.9259332133632957,2.509998328224827e-15,0.9259332133632932,35791.66367419431,4.5537818858091095
b2414,cysK,COG0031,N,,,1,0.9259332133632957,2.509998328224827e-15,0.9259332133632932,35791.66367419431,4.5537818858091095
b4214,cysQ,COG1218,N,,,1,0.9259332133632957,2.509998328224827e-15,0.9259332133632932,35791.66367419431,4.5537818858091095
