bnum,gene_name_keio,COG_id,keio_call,PEC,MG_Tn5,y_essential_in_silico_iML1515,b_wt,b_ko,delta_b,kV,log10_kV
b3736,atpF,COG0711,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3737,atpE,COG0636,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3731,atpC,COG0355,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3732,atpD,COG0055,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3733,atpG,COG0224,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3738,atpB,COG0356,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3739,atpI,COG3312,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4067,actP,COG4147,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3714,yieG,COG2252,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3654,yicE,COG2233,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3664,yicO,COG2252,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4088,alsB,COG1879,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4087,alsA,COG1129,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4086,alsC,COG1172,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b1901,araF,COG1879,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b1900,araG,COG1129,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b0124,gcd,COG4993,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b0837,yliI,COG2133,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4064,yjcD,COG2252,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b0974,hyaC,COG1969,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b0973,hyaB,COG0374,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b0972,hyaA,COG1740,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b2997,hybO,COG1740,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b2996,hybA,COG0437,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b2994,hybC,COG0374,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4289,fecC,COG0609,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4288,fecD,COG0609,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4290,fecB,COG4594,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b4287,fecE,COG1120,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b1102,fhuE,COG4773,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3006,exbB,COG0811,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b3005,exbD,COG0848,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b1252,tonB,COG0810,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
b2315,folC,COG0285,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,62076.92203011192,4.79293017509167
b0612,citT,COG0471,N,,,0,0.9259332133632957,0.9259332133632523,4.340972026284362e-14,67812.78452251754,4.8313115777044775
b0040,caiT,COG1292,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2131,yehZ,COG1732,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2130,yehY,COG1174,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2128,yehW,COG1174,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2129,yehX,COG1125,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b3409,feoB,COG0370,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2167,fruA,COG1299,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2169,fruB,COG1925,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b2801,fucP,COG0738,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b0584,fepA,COG4771,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b0336,codB,COG1457,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b0341,cynX,COG2807,N,,,0,0.9259332133632957,0.9259332133632657,2.9976021664879227e-14,67812.78452251697,4.831311577704474
b4036,lamB,COG4580,N,,,0,0.9259332133632957,0.9259332133632666,2.90878432451791e-14,57214.72336937266,4.757507802486489
b4291,fecA,COG4772,N,,,0,0.9259332133632957,0.9259332133632537,4.196643033083092e-14,57214.72336937276,4.757507802486489
b1119,ycfX,COG1940,N,,,0,0.9259332133632957,0.9259332133632537,4.196643033083092e-14,57214.72336937276,4.757507802486489
b3829,metE,COG0620,N,,,1,0.9259332133632957,-1.1173146140385386e-16,0.9259332133632958,52934.07637934026,4.723735339690981
b4019,metH,COG0646,N,,,1,0.9259332133632957,0.0,0.9259332133632957,52934.07637934026,4.723735339690981
b0887,cydD,COG4988,N,,,0,0.9259332133632957,0.925933213363258,3.774758283725532e-14,67747.68973860062,4.83089448993929
b0886,cydC,COG4987,E,N,u,0,0.9259332133632957,0.9259332133632668,2.886579864025407e-14,67747.68973860014,4.830894489939287
b2476,purC,COG0152,N,,,1,0.9259332133632957,5.4182890046447947e-14,0.9259332133632415,66747.22733927766,4.824433229942806
b3125,garR,COG2084,N,,,0,0.9259332133632957,0.9259332133632794,1.63202784619898e-14,67747.68973859954,4.830894489939283
b0509,glxR,COG2084,N,,,0,0.9259332133632957,0.9259332133632475,4.8183679268731794e-14,67747.68973860111,4.830894489939293
b2501,ppk,COG0855,N,,,0,0.9259332133632957,0.9259332133632475,4.8183679268731794e-14,67747.68973860111,4.830894489939293
b3941,metF,COG0685,N,,,1,0.9259332133632957,0.0,0.9259332133632957,78983.66754868142,4.897537296014526
b2574,nadB,COG0029,N,,,1,0.9259332133632957,5.2002667497764174e-12,0.9259332133580954,78983.66754858402,4.89753729601399
b0529,folD,COG0190,E,N,u,0,0.9259332133632957,0.925933213363262,3.375077994860476e-14,67486.68353630893,4.829218086353415
b4132,cadB,COG0531,N,,,0,0.9259332133632957,0.9259332133632624,3.3306690738754696e-14,67486.6835363087,4.829218086353413
b0750,nadA,COG0379,N,,,1,0.9259332133632957,0.0,0.9259332133632957,77560.9243658792,4.889642976329932
b3605,lldD,COG1304,N,,,0,0.9259332133632957,0.9259332133632525,4.318767565791859e-14,67486.68353630914,4.829218086353416
b0306,ykgE,COG0247,N,,,0,0.9259332133632957,0.9259332133632624,3.3306690738754696e-14,67486.6835363087,4.829218086353413
b0307,ykgF,COG1139,N,,,0,0.9259332133632957,0.9259332133632624,3.3306690738754696e-14,67486.6835363087,4.829218086353413
b0904,focA,COG2116,N,,,0,0.9259332133632957,0.9259332133632352,6.050715484207103e-14,24611.94365144138,4.391145912108495
b2492,focB,COG2116,N,,,0,0.9259332133632957,0.9259332133632762,1.9539925233402755e-14,24611.943651441325,4.391145912108494
b3631,rfaG,COG0438,N,,,0,0.9259332133632957,0.9259332133632762,1.9539925233402755e-14,24611.943651441325,4.391145912108494
b0914,msbA,COG1132,E,E,u,1,0.9259332133632957,7.172576894167201e-30,0.9259332133632957,37937.787051051346,4.57907199446127
b1300,puuC,COG1012,N,,,0,0.9259332133632957,0.9259332133632476,4.807265696626928e-14,24662.966209056758,4.392045307894594
b1967,hchA,COG0693,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0933,ssuB,COG1116,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2032,wbbK,COG0438,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3622,rfaL,COG3307,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0459,maa,COG0110,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0585,fes,COG2382,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b1326,mpaA,COG2866,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0591,ybdA,COG0477,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3035,tolC,COG1538,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0692,potE,COG0531,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2014,yeeF,COG0531,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3374,frlD,COG0524,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b1308,pspE,COG0607,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2197,ccmE,COG2332,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2201,ccmA,COG4133,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2200,ccmB,COG2386,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2199,ccmC,COG0755,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2198,ccmD,COG3114,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3785,wzzE,COG3765,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2552,hmp,COG1017,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0756,galM,COG2017,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b0484,copA,COG2217,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3469,zntA,COG2217,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3626,rfaJ,COG1442,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b3623,rfaK,COG0859,E,N,u,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2257,arnT,COG1807,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2711,norW,COG0446,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b2710,norV,COG0426,N,,,0,0.9259332133632957,0.9259332133632856,1.0103029524088925e-14,24662.96620905688,4.3920453078945965
b4111,proP,COG0477,N,,,0,0.9259332133632957,0.9259332133632874,8.326672684688674e-15,24663.25985869104,4.392050478791536
b1386,tynA,COG3733,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4072,nrfC,COG0437,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4073,nrfD,COG3301,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4070,nrfA,COG3303,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b3679,yidK,COG4146,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0110,ampD,COG3023,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1463,nhoA,COG2162,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4219,msrA,COG0225,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1778,yeaA,COG0229,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2871,ygeX,COG1171,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0932,pepN,COG0308,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4260,pepA,COG0260,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0237,pepD,COG2195,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2132,bglX,COG1472,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2239,glpQ,COG0584,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2435,amiA,COG0860,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0867,ybjR,COG3023,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4169,amiB,COG0860,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b3610,grxC,COG0695,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2676,nrdF,COG0208,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1064,grxB,COG2999,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2675,nrdE,COG0209,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0849,grxA,COG0695,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1654,ydhD,COG0278,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b3336,bfr,COG2193,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0123,cueO,COG2132,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1192,ldcA,COG1619,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1270,btuR,COG2109,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1247,oppF,COG4608,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1244,oppB,COG0601,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1245,oppC,COG1173,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1243,oppA,COG4166,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2180,yejF,COG4172,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2179,yejE,COG4239,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1329,mppA,COG4166,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2178,yejB,COG4174,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0433,ampG,COG0477,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b4367,fhuF,COG4114,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0572,cusC,COG1538,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0575,cusA,COG3696,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0574,cusB,COG0845,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b3915,fieF,COG0053,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0752,zitB,COG1230,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1859,znuB,COG1108,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1858,znuC,COG1121,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b1981,shiA,COG0477,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b2392,mntH,COG1914,N,,,0,0.9259332133632957,0.9259332133632165,7.915890165577366e-14,24663.259858690817,4.392050478791533
b0452,tesB,COG1946,N,,,0,0.9259332133632957,0.9259332133632374,5.828670879282072e-14,24996.903187547636,4.397886208197387
b1927,amyA,COG0366,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3571,malS,COG0366,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3650,spoT,COG0317,E,E,u,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b2344,fadL,COG2067,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b4213,cpdB,COG0737,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b1059,solA,COG0665,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b1727,yniC,COG0637,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3580,lyxK,COG1070,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b2051,nudD,COG0494,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b4265,idnT,COG2610,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3266,acrF,COG0841,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3265,acrE,COG0845,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3907,rhaT,COG0697,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3477,nikB,COG0601,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3476,nikA,COG0747,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3480,nikE,COG1124,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3478,nikC,COG1173,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b3479,nikD,COG0444,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b4242,mgtA,COG0474,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,24996.90318754795,4.397886208197392
b4094,phnN,COG3709,N,,,0,0.9259332133632957,0.9259332133632886,7.105427357601002e-15,25007.935006418185,4.398077831980669
b0698,kdpA,COG2060,N,,,0,0.9259332133632957,0.9259332133632986,-2.886579864025407e-15,25007.935006418273,4.398077831980671
b0696,kdpC,COG2156,N,,,0,0.9259332133632957,0.9259332133632986,-2.886579864025407e-15,25007.935006418273,4.398077831980671
b0697,kdpB,COG2216,N,,,0,0.9259332133632957,0.9259332133632986,-2.886579864025407e-15,25007.935006418273,4.398077831980671
b3458,livK,COG0683,N,,,0,0.9259332133632957,0.9259332133632986,-2.886579864025407e-15,25007.935006418273,4.398077831980671
b2975,yghK,COG1620,N,,,0,0.9259332133632957,0.9259332133632986,-2.886579864025407e-15,25007.69029773776,4.398073582283542
b3603,lldP,COG1620,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b4034,malE,COG2182,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b4035,malK,COG3839,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b4032,malG,COG3833,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b4033,malF,COG1175,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b3666,uhpT,COG2271,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0731,mngA,COG1445,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b4120,melB,COG2211,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0343,lacY,COG0477,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0197,metQ,COG1464,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0199,metN,COG1135,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0198,metI,COG2011,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b2933,cmtA,COG2213,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b2934,cmtB,COG1762,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b3599,mtlA,COG2213,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b1186,nhaB,COG3067,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0019,nhaA,COG3004,N,,,0,0.9259332133632957,0.9259332133633033,-7.549516567451064e-15,25007.69029773777,4.398073582283542
b0451,amtB,COG0004,N,,,1,0.9259332133632957,-5.5554598738191144e-14,0.9259332133633512,48167.791909876694,4.682756738003537
b0751,pnuC,COG3201,N,,,0,0.9259332133632957,0.9259332133632105,8.515410598874951e-14,25025.10830688887,4.398375965751052
b1223,narK,COG2223,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1469,narU,COG2223,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b3728,pstS,COG0226,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b3727,pstC,COG0573,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b3726,pstA,COG0581,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b3725,pstB,COG1117,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b3371,frlB,COG2222,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b2677,proV,COG4175,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b2678,proW,COG4176,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b2679,proX,COG2113,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b0402,proY,COG1113,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1015,putP,COG0591,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b0854,potF,COG0687,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b0856,potH,COG1176,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b0857,potI,COG1177,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1440,ydcS,COG0687,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1441,ydcT,COG3842,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1442,ydcU,COG1176,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1443,ydcV,COG1177,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1126,potA,COG3842,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1125,potB,COG1176,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1124,potC,COG1177,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
b1123,potD,COG0687,N,,,0,0.9259332133632957,0.9259332133632706,2.5091040356528538e-14,25025.108306888797,4.398375965751051
