uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P77239,cusB,0.906224102,0.963283854,1.110957292,0.855022048,0.989785707,0.495190413,1.360851922,0.901968259,1.07783088,1.001381093,0.935573269,0.103927406,0.978797614,0.774858492,0.791834827,0.298413768,1.347381778,1.071168672
P04079,guaA,1.078630024,0.870183016,0.830487097,0.31943107,0.077572157,0.081616174,0.134342312,0.224123734,0.205535721,0.175314108,0.508203695,0.723411517,0.460630957,0.490028418,0.347065062,0.218100281,0.122136628,0.122479664
P0ADG4,suhB,0.991654523,0.905891643,0.918799288,0.677640356,0.086565173,0.117249062,0.223412653,0.658385338,0.417130212,0.574132373,0.751253628,2.578457614,0.858518105,0.707844291,0.707913945,0.444544304,0.272827232,0.406644402
P06149,dld,1.071083844,0.843685498,1.114737427,1.016305335,0.3002246,0.550191754,0.761483177,0.889432003,0.89826253,0.867859878,1.091835093,0.452238861,0.931439637,1.186224011,1.092422072,0.943892112,0.825449283,0.767458936
P00582,polA,0.896608394,0.973707085,1.075988826,0.547598678,0.096024628,0.101740909,0.206721528,0.444274753,0.626200041,0.543634028,1.108312382,1.439611233,0.97440954,0.902869262,0.74615848,0.635593972,0.249111745,0.271722821
P33602,nuoG,1.153832772,0.998025039,0.871844317,0.565944334,0.203702667,0.182947472,0.643504,1.190217725,0.646139865,0.74909192,1.090802098,2.703636723,1.216441479,1.155338493,1.449460511,1.531446374,0.795783401,0.872964895
P13009,metH,1.050049685,0.586596127,0.970091568,0.149873705,0.100541342,0.034640177,0.03645194,0.193417279,0.14650194,0.112619918,0.496109583,0.139260009,0.543680218,0.390697497,0.486127009,0.211586708,0.07665480399999999,0.122949152
P0A8F0,upp,0.945410574,1.01918254,0.894484611,1.289749887,0.278443055,0.455230839,0.449644096,1.158087731,0.743416847,0.739798107,1.175708814,0.620801109,0.982003128,1.177067513,1.255494971,1.202887888,0.584232855,0.704899718
P18335,argD,0.86284339,0.904724693,0.863806106,0.47846102,0.100957363,0.100982686,0.299283506,0.442654868,0.670815921,0.296261499,0.543842764,0.119959931,0.603790057,0.468356465,0.514536412,0.731979824,0.399297986,0.346621986
P05020,pyrC,0.900135428,1.061682211,0.801119997,0.692037882,0.164063831,0.29441221,0.517511048,0.851460824,0.792793485,0.726504174,0.899833035,0.179652055,0.886410739,0.740883152,0.965390723,1.184446443,0.718454005,0.851566226
P0ABA6,atpG,1.098130054,1.027971244,1.03124856,1.263671599,0.254219234,0.365786397,0.937969052,1.440254712,1.103603447,1.33249629,1.383811457,1.112252029,1.430606954,1.489062543,1.573293563,1.979673763,1.09864225,1.441289202
P37329,modA,1.005318256,0.93467592,0.928881427,1.38238006,11.09807659,4.875642847,32.30816499,15.40692086,0.83511429,0.74387645,1.092740063,0.793311574,0.926742543,0.776747641,0.8622376,0.794541641,28.7951333,21.66032331
P0A6H5,hslU,1.011585217,0.93359572,1.06220091,1.06260362,0.197093243,0.261114775,0.491293649,0.820603367,0.606983067,0.741204871,0.971440305,2.339184139,0.945135581,0.877659402,0.930047148,0.833639705,0.548579812,0.683013216
P30850,rnb,0.961948445,0.69946069,0.928717791,0.364921114,0.276061597,0.277838405,0.149431034,0.353167786,0.256665294,0.267392536,0.702681323,0.786783708,0.686819565,0.442906465,0.588403237,0.391856022,0.142204938,0.222106853
P0C8J8,gatZ,1.425024064,1.157633427,0.753512004,4.688355536,0.184144949,0.205646293,2.889998482,3.95672647,2.810232465,3.025959423,2.723555677,5.24735304,1.606621407,6.253130251,5.403484567,4.072104664,2.790673387,3.513175789
P33570,tktB,1.552448336,1.540918512,1.109818866,0.2617055,0.357209508,0.558967037,0.315486317,0.34501276,1.307153458,0.888311618,1.252161857,0.540515557,0.886548308,0.684260167,0.603229076,0.650337092,0.310589508,0.230525501
P27306,sthA,1.250238863,0.895150545,0.871533227,0.376599732,0.576708587,0.394366248,1.247989211,1.80251656,1.427559418,2.103232352,2.345977339,3.26262714,1.338923046,3.739136587,3.750641818,2.557358025,1.299987765,1.599423561
P0A8M3,thrS,0.952431621,0.429157855,0.825846211,0.216053844,0.175822608,0.186350219,0.152882834,0.475678856,0.258495936,0.224037369,0.477823325,1.764142902,0.612195668,0.390817334,0.649148142,0.389260271,0.159368561,0.274431106
P10408,secA,0.898864557,0.634911411,0.939774544,0.347711377,0.10902146,0.225999957,0.266112196,0.301068424,0.349911887,0.275621656,0.744772239,2.042546861,0.768858133,0.582672642,0.580256611,0.401514953,0.196658977,0.217443314
P25516,acnA,1.405113061,0.76331695,0.847306795,0.768657152,1.211805014,1.378521295,2.494832288,1.04402092,3.507837883,5.128291375,1.297948004,2.085815644,1.401982432,1.990548138,1.424002166,1.405831493,2.554635843,1.719835227
P0C8J6,gatY,1.261315548,1.427659718,0.870262414,1.328541719,0.366146683,0.208576518,8.601383635,4.793716195,5.821210692,9.23160983,4.927793976,1.265215282,2.330790418,7.1149404,7.327863221,5.262663112,7.683638854,6.953428822
P0A879,trpB,0.951065889,0.78592899,0.911263169,0.67287529,0.080718742,0.125005172,0.311951076,0.78699145,0.723176704,0.533034839,0.77933594,0.113277506,0.692806341,0.624882404,0.661444115,0.734072763,0.39542458,0.448503391
P0AEZ1,metF,1.11615706,0.874478131,0.834821352,0.741699632,0.086954106,0.132247032,0.177626586,0.474199433,0.470952112,0.477908013,0.638876574,0.147184834,1.130785976,0.500485279,0.517539305,0.368442875,0.219786672,0.314184542
P09551,argT,0.980887571,0.981215125,0.880334494,1.083334962,8.822393364,4.642606835,16.94518666,3.951459851,8.350965689,5.608271939,3.036425196,0.498021851,1.465688185,3.028481939,2.819277318,2.919663002,12.63697957,8.45257921
P15288,pepD,1.037053634,1.076001179,1.012544965,0.749734281,0.106223079,0.203078925,0.366265498,0.744230646,0.745848051,0.854389662,1.069128013,1.2761101,1.016866626,0.997915122,0.917594103,0.90726584,0.472329051,0.505897168
P75691,yahK,1.291493885,1.604613613,1.264850892,0.669020239,0.409942691,0.939697925,2.976755904,0.884479202,2.50385561,2.295136687,1.379387519,0.566088812,1.012639079,1.103862979,1.04514426,1.069876597,1.530346508,1.051070824
P0A6K6,deoB,1.007383379,1.425758023,1.020825698,1.145010594,0.7121095,1.525890677,1.813423338,1.078980665,1.542978233,1.373105237,1.134852703,3.308213102,1.053218783,0.944134839,0.954051092,1.147204467,1.411924218,1.201612906
P07014,sdhB,1.140672106,1.210224551,0.940911794,1.140276634,0.185987068,0.370152947,3.844136178,3.427524711,1.796343492,4.587906858,1.601097056,2.096963487,1.500955623,2.882681901,3.23887214,4.453460065,4.498429481,4.551638967
P31120,glmM,0.953751997,0.886348005,1.045200374,0.857958355,0.123473748,0.209522276,0.513909417,0.77926073,0.687165851,0.558065617,0.868349203,1.312395788,0.870564382,0.833390807,0.808422824,0.884555388,0.539693895,0.551045235
P10121,ftsY,1.001956029,1.105447284,1.03290007,1.307897648,0.117149156,0.25175405,0.735395087,0.882693123,0.989670565,0.764447995,0.907067258,1.219776283,1.046809637,0.948965956,0.886431354,0.988161026,0.752646113,0.886896246
P0AFK0,pmbA,1.060145179,1.168646153,1.09717493,0.843176199,0.132797637,0.172855386,0.487656238,0.754203699,0.856488593,0.782788714,1.030862627,1.132656404,0.939004973,0.88469161,0.923044676,0.830983875,0.48786097,0.579725294
P0ABH9,clpA,0.902085039,0.992387102,0.971413466,0.723909585,0.056820821,0.180220966,0.229282937,0.538146537,0.421966352,0.408163884,0.719605864,0.590560773,0.797397382,0.494937878,0.482935268,0.424525262,0.29514144,0.378097973
P13482,treA,1.197876019,1.666581161,1.094707141,1.141129385,2.579563406,2.11436233,11.90692966,1.94409306,4.550263442,4.051834843,2.354701249,0.946168419,1.230301625,1.756714665,1.714906706,2.590144572,6.353056994,3.077810442
P27550,acs,0.594296767,0.394812731,0.526278841,0.361556272,1.682446791,2.462736448,2.505664313,1.948763012,4.478541199,3.757221786,5.773800931,0.588810771,2.621725477,11.53251719,6.965083897,2.253938855,2.960525155,2.58580364
P76128,ddpA,0.829021,1.376427489,1.295531351,0.860990064,23.68545365,7.556775646,15.46317181,2.539391697,6.752416019,6.1066472,3.131645975,1.061699911,1.553941754,4.122314777,2.927527844,3.388781478,11.39678556,6.215040102
P0A698,uvrA,2.905688827,2.154815896,1.43969781,0.805933385,0.721131388,0.651106738,0.478051113,0.598631273,0.858386692,0.585522908,1.175624102,3.804342828,0.90730071,1.096228859,0.664724856,0.578063537,1.835932871,0.297586523
P02358,rpsF,0.981884175,1.052807922,0.971315392,1.021647207,1.23238231,1.350609925,0.55066574,0.919813064,0.681432587,0.711532656,0.935268541,2.109341778,0.90513249,0.975558173,0.937960131,0.670457759,0.572305646,0.972079407
P0A858,tpiA,1.106815964,1.434515261,1.144160223,1.756456433,0.507395837,0.948081038,1.265622463,1.255736357,1.19871208,1.354300559,1.123153723,0.665670772,1.091652784,1.206408028,1.112657622,1.389309521,1.26754124,1.134221297
P0A7D7,purC,0.994500306,1.455399242,0.971371795,1.185322556,0.132521802,0.225087027,0.52049742,1.002944358,0.873663678,0.823358702,0.994523186,0.110924192,1.069478594,0.974753831,1.008335322,1.067665932,0.530255181,0.699777638
P30125,leuB,0.994775248,0.743750568,1.152272421,0.901937049,0.138993455,0.159125479,1.010612808,0.739860882,1.07518712,0.881583195,0.801907839,0.045342284,0.878793099,0.74579302,0.783223945,0.531244507,0.796936163,0.566412652
P0A836,sucC,1.018027288,1.027019471,0.982449245,0.644767027,0.19288008,0.134708488,0.733655808,1.505418097,0.979172783,2.547233638,1.748294552,1.185290754,1.323431073,2.53630522,2.62271848,2.696002886,0.89637463,1.132963584
P08312,pheS,1.08005647,0.898885255,1.034774221,0.519354786,0.084554158,0.122750255,0.362374945,0.561544352,0.78955347,0.653790825,1.103822102,1.237289132,0.78924643,0.773235089,0.729926502,0.526747747,0.429323197,0.46239443
P37666,ghrB,1.031165,1.131596091,1.080190707,0.553030123,0.07788828,0.088217233,0.085508042,0.449360198,0.680270748,0.530041532,0.840900929,0.39431385,0.861607323,0.659418813,0.702147122,0.513899552,0.159115472,0.198161663
P0A6A6,leuC,1.160619525,0.858633771,0.979556726,0.697606853,0.028555889,0.030257508,1.127899605,0.82146739,0.589122841,0.908961536,0.77487344,0.112503938,0.826248586,0.872112093,1.039041707,0.571341892,1.004146586,0.885801262
P0A8M0,asnS,1.01828598,0.950113288,1.053745161,0.317098764,0.252896265,0.236703709,0.184794082,0.375476662,0.390799786,0.400475031,0.812237769,1.085178716,0.801106105,0.706504804,0.6452286,0.342617269,0.177449297,0.196390936
P30859,artI,1.315416327,1.539909462,1.220385062,1.865969767,4.657721985,3.011347626,3.833173487,2.199364584,2.024580191,2.136522342,1.783429556,0.948005489,1.356962032,1.871197618,1.885849941,1.971348051,3.239106061,3.217609508
P24182,accC,1.043188979,0.780997895,0.930171249,0.438685546,0.135864025,0.114141436,0.217551612,0.540323772,0.349126971,0.440414389,0.720168604,1.945006174,0.656302683,0.521512213,0.706779728,0.547253122,0.239445918,0.401084557
P21599,pykA,1.077468712,1.052038786,1.051937239,1.190521826,1.094415144,0.7280245,0.732618704,1.079186598,1.064092582,0.797814081,1.351085926,1.170539793,1.335564672,1.066909987,1.036407892,1.695490395,1.010252909,1.268654776
P35340,ahpF,0.987689387,0.965726727,1.060111143,0.822941205,0.125837032,0.114876637,0.40803868,0.709015415,0.613861393,0.85758228,0.921368011,1.190972451,1.060923174,0.863211158,0.879135751,0.769391913,0.45305582,0.565266299
P0AC53,zwf,1.137595885,0.904591338,1.05520935,0.266308979,0.134935084,0.184277092,0.078129676,0.228080131,0.381230652,0.190856561,0.775229321,1.062817115,0.847568812,0.52875777,0.385156156,0.311304968,0.095944039,0.116732583
P11875,argS,1.006988618,0.924097998,0.955874346,0.581967105,0.112653175,0.170995399,0.264408924,0.515317968,0.557920471,0.504903655,0.897386776,1.327875717,0.738123423,0.79243809,0.710472598,0.499236338,0.212518906,0.274156866
P76193,ynhG,1.446308551,1.419316378,0.768847519,1.714209446,36.48921946,6.053399757,2.041972571,0.976200107,1.438155822,1.45704156,0.861078481,0.420261033,1.718733143,0.766096052,0.436119953,0.986816835,1.36568972,1.146300314
P0A9P6,deaD,1.057306287,0.835408388,0.884091313,0.733809408,0.112168596,0.11598286,0.228803352,0.442845353,0.271590582,0.233933905,0.402055144,5.547612375,0.571525493,0.385720487,0.426174398,0.313149743,0.155492552,0.219409172
P33363,bglX,0.93773061,0.936021216,1.044502962,1.751771007,1.680996694,0.44257286,1.800572939,1.593684078,0.987824648,0.949676027,1.057963826,1.026259986,1.25385409,1.223452569,1.300435061,1.447286602,2.101904016,1.943188062
P0A6F1,carA,0.888334833,0.953507163,0.781903786,0.63454385,0.080709993,0.113465846,0.157532504,0.463991962,0.397725117,0.362676384,0.621174432,0.062811628,0.787664431,0.570099474,0.588511241,0.571211754,0.194603909,0.273008555
P0AEK4,fabI,1.066925683,1.1087531,1.007779959,0.743255373,0.116921309,0.258868671,0.423400208,0.624318468,0.608978484,0.719446375,0.8776881,1.568193511,1.017780431,0.783283394,0.778148527,0.860172126,0.421664909,0.510416391
P0AAB6,galF,0.958036242,1.185903663,1.075006376,1.146886287,0.271564867,0.302446945,0.531704178,0.901513676,0.883901392,0.869116922,1.007792133,0.789462269,1.010067199,0.957280214,1.01232445,0.929236554,0.61298681,0.670159666
P0A8W8,yfbU,0.970388595,1.04570547,1.16400073,0.61540731,0.211381891,0.350403312,0.633994607,0.842183555,0.883189458,0.665786822,0.980274784,0.493307075,0.9219779,0.604138873,0.706462716,0.628302724,0.493760209,0.487972105
P67910,hldD,1.040877598,1.115454162,0.999742644,1.194290026,0.187654988,0.364368246,0.841701062,0.962919283,0.962492357,0.995676515,1.022986614,1.417873049,1.154367401,0.888070594,0.907662122,1.184111357,0.752790194,0.6492391
P08506,dacC,1.019406532,1.034457021,1.197201092,1.022449743,0.832530108,0.411506478,3.473519858,1.165149722,2.052383999,1.658834402,1.313684757,0.345641346,0.961837137,0.964611653,1.134869103,1.34001289,2.316365619,1.233229011
P21888,cysS,0.927362264,0.842503269,0.84769375,1.090449244,0.210025439,0.224517055,0.305971316,0.501977693,0.439368954,0.310971352,0.689529802,1.494555932,0.750811229,0.664670168,0.562706229,0.393863052,0.283159035,0.294369052
P00956,ileS,0.685969431,0.70407005,1.088311173,0.669464265,0.634360206,0.520375355,0.487861494,0.443562715,0.219155985,0.268716762,0.583336671,2.15053029,0.711034101,0.637888215,0.428075818,0.662938058,0.474806563,0.526729703
P0A7V0,rpsB,1.03106942,0.977308452,0.944523153,1.09802215,0.134744637,0.20963296,0.398920478,0.836311704,0.58405425,0.611661078,0.742826074,2.174382273,1.022523862,0.787908745,0.853676286,0.689323533,0.466533088,0.745781054
P0AEU0,hisJ,0.97585481,1.023052286,0.923797594,1.585305978,2.086947016,1.145769466,2.223916638,1.488317134,1.284713466,0.782798418,0.927750179,0.172249137,0.881090116,0.871327387,0.93226087,1.240889604,2.199399903,1.823417859
P0AGE9,sucD,1.003329391,1.067684191,0.913792005,1.167918501,0.19305955,0.239785133,1.958344105,2.047509436,1.22976267,3.259190906,1.46380395,0.9154675329999999,1.19830152,2.105748875,2.450641629,2.672456492,1.794279942,1.996093712
P0AB91,aroG,1.100995283,1.119784208,0.962541177,0.758169006,0.095241061,0.114174545,0.218592074,0.584336265,0.36134011,0.313560315,0.488842642,0.169985053,0.629351309,0.468541629,0.510360807,0.369000017,0.228588426,0.295546954
P0A717,prs,0.926205207,1.043756914,0.888971784,1.107643228,0.152203477,0.258162573,0.506678748,0.792209135,0.68221896,0.725400145,0.846805186,0.936073097,0.958631958,0.892654824,1.042141151,1.095136256,0.522824879,0.607500757
P0A6T5,folE,0.804166343,1.073756282,0.831946429,0.204245619,0.233632889,0.13791789,0.402631929,0.251383773,0.44919981,0.335023935,0.60881312,0.179205283,1.192236913,0.607004609,0.431574598,0.400909619,0.423842238,0.35798044
P0A805,frr,1.001270485,1.049222693,1.066229684,1.278490005,0.552724044,0.766508612,0.903590634,0.956398147,0.77158985,0.875231689,0.906308089,1.351652014,0.820759689,0.838849484,0.899019296,0.778761029,0.876020077,0.905312799
P69441,adk,1.125833328,1.263525316,1.025093371,1.835242303,0.50671125,0.745527672,0.964937527,1.152969867,0.767885079,1.192367814,0.774216725,1.232276487,1.005202709,1.210360541,1.188784815,1.150898255,1.086365141,1.181573707
P00448,sodA,1.040552434,1.935360098,0.859006333,0.454327957,0.322914351,0.616954622,2.636428492,1.582948366,2.701377793,2.864629034,0.974797699,1.061705951,1.650094735,0.978397263,1.975486434,3.174067552,3.127392549,3.049750124
P18843,nadE,1.080746632,1.13734578,1.043350239,1.058499433,0.186944699,0.33260145,0.558100966,0.721912101,0.942164923,0.811035012,0.844190084,0.47295188,0.917307841,0.601652974,0.618927855,0.642181461,0.678907153,0.593700407
P02925,rbsB,0.8742287,0.816247245,1.004222956,1.423286017,2.786400171,1.937211404,15.22476689,4.725558156,6.86463622,5.640073494,4.389525711,2.327616974,1.716233079,5.36345723,4.8146629,4.897867817,14.24539417,8.681885276
P0A855,tolB,0.955741058,1.10232033,1.062055881,1.446979531,2.266409849,1.230368385,1.230604078,1.080885077,0.976037096,0.82863635,0.868896795,0.694172932,1.100225729,0.89579401,0.933050484,0.988892332,1.1131554,0.910028062
P0A796,pfkA,0.872676545,0.99473995,0.898865014,0.783281345,0.067233323,0.121824268,0.496365793,0.827016909,0.822297368,0.69871581,0.851587216,0.482645118,0.696386516,0.616133814,0.549815004,0.560489796,0.470939596,0.53341569
P0ABU2,engD,0.876319772,0.798752939,1.010222415,0.676158018,0.127728105,0.107786361,0.234294198,0.658316479,0.534586402,0.459609692,0.765284826,1.550948871,0.908974738,0.829497749,0.84120361,0.694100004,0.361802741,0.540934848
P76177,ydgH,1.034951893,1.230290241,0.960864796,1.342268739,2.222249401,0.532277622,1.917719516,1.314646241,1.166474521,0.983477593,1.19072459,0.68172246,0.851285142,0.843230435,1.004964833,1.004683702,1.577203506,1.522281082
P0ABD5,accA,1.031985151,1.043981,1.06425088,1.17014795,0.18529556,0.342692668,1.02642476,1.070319344,1.107043196,0.859214326,0.9816398,1.595084542,1.136447091,1.024588116,0.978936662,1.000524311,0.991885868,0.902425077
P0ADE8,ygfZ,0.93139258,1.160043342,1.038556074,0.963676673,0.226377501,0.317025992,1.052765911,1.015031413,1.193928602,1.134622448,1.188968001,0.965384673,0.884113003,1.124815346,1.018958123,0.895534518,0.885440207,0.840438328
P09424,mtlD,0.948084037,1.354874962,1.040033429,1.244393056,0.463896235,1.159736769,1.816909402,1.088572981,1.769535158,1.53880417,1.605643545,0.976877181,1.236675083,1.532244713,1.173555303,0.939868784,1.302542234,1.101025055
P77804,ydgA,1.114310137,0.848200112,1.052395868,0.731235988,0.763145224,0.68606823,0.647495667,0.667318585,0.810125412,0.865142577,0.964772304,0.76390007,0.909015315,0.681919033,0.814014568,0.759781634,0.57080702,0.558988589
