uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P60757,hisG,0.838337665,0.764203512,1.269777897,1.19894531,0.032830185,0.048259717,0.380629115,0.679189792,0.640567788,0.42726082,0.925912657,0.085997465,0.887230402,0.668507974,0.694497558,0.693565733,0.723462462,0.719926076
P0AAI5,fabF,0.876598456,0.770853342,0.989210758,0.583307736,0.112291639,0.205438138,0.352310104,0.574749297,0.452963472,0.43932035,0.67313594,1.684727113,0.786287145,0.693545725,0.74365097,0.632830785,0.352118048,0.39269089
P16703,cysM,0.790918747,1.03109214,0.8914237,1.087143358,0.128495939,0.289010136,0.499046976,0.925276496,0.563510374,0.801415134,0.750409138,0.11997826,0.944486775,0.821887569,0.862540369,0.883932478,0.644083953,0.666620994
P0A6R0,fabH,0.93890455,0.970684246,0.945914985,0.610736782,0.171029312,0.129482113,0.434265741,0.620360344,0.663095811,0.705041464,0.836620692,1.451819978,0.799367015,0.690087685,0.790009619,0.512672794,0.390800077,0.480665706
P15640,purD,0.921368313,0.894059177,0.906118778,0.609822019,0.104283171,0.128537367,0.122043137,0.448491942,0.31943075,0.302085762,0.636069937,0.130030519,0.792343592,0.571891994,0.694213883,0.647132347,0.152983508,0.237086485
P0A7F6,speD,1.180932582,0.923294714,0.98255757,0.572929702,0.071452179,0.110174766,0.182807015,0.579489906,0.385073085,0.269139875,0.567086929,0.822622314,0.739438925,0.52295474,0.626349388,0.403301487,0.177823142,0.300974767
P60560,guaC,0.967630818,1.007293151,1.069577595,0.772213286,0.135032738,0.173487272,0.163136638,0.679724342,0.554025442,0.459244982,1.095149851,0.428677708,1.101320224,1.04027401,1.050738164,1.084994676,0.198084567,0.399663482
P00904,trpD,0.879306294,0.598759613,0.917212143,0.369592912,0.054160931,0.061894524,0.160584891,0.46451072,0.538609087,0.329964897,0.683600263,0.069945624,0.609527389,0.430318442,0.469998315,0.582966723,0.25392829,0.244045815
P37051,purU,1.060347421,1.064317289,1.089410986,0.519306359,0.086269555,0.140653335,0.150077393,0.379408213,0.387447473,0.400077201,0.738355708,0.565319758,0.888183512,0.591935085,0.573451798,0.510591623,0.229783026,0.4167216
P36649,cueO,1.059499494,1.825690091,1.333995539,1.975009597,0.795111595,1.008732346,1.401659766,1.514358074,1.389164506,1.040459414,1.097624244,0.205164576,0.975218677,1.07825456,1.237355599,1.030329498,1.27553123,1.165226086
P12008,aroC,0.991366756,1.141715128,1.058094514,1.036538691,0.107687313,0.116895052,0.557362856,0.986264017,0.808535442,0.678710256,0.888407971,0.380134682,0.885362754,0.829874433,0.93341038,0.849280235,0.646871989,0.557975948
P0ACP7,purR,0.983298545,0.851016316,1.046068698,0.841192706,0.11424207,0.168177297,0.578664718,0.812237737,0.781124507,0.747338026,0.949552869,0.655945427,1.012763489,0.880571671,0.917548324,0.708768358,0.638211491,0.687560072
P0AGG8,tldD,1.021289137,1.265604571,1.169367385,1.071641681,0.348406891,0.440229246,0.606725575,0.728779323,0.943488282,0.76485817,0.914188286,1.203583776,0.853233151,0.798810724,0.702226061,0.637685743,0.498678547,0.49205061
P0A9S3,gatD,1.198626324,1.250200229,1.119187135,1.50659319,0.447629434,0.213108324,5.199549033,4.629267222,5.153439246,8.641282659,5.848927422,5.217865933,2.341508697,7.145850092,6.319823094,3.733217368,4.109819507,4.671977888
P25906,ydbC,1.072731305,1.624185632,1.091782815,1.162643662,2.048012645,3.396813733,9.689607274,2.516077079,5.749494353,4.236984355,2.468668677,0.697961353,1.605661855,2.339949259,1.971806486,2.49412813,7.109296232,3.520888608
P37349,dhaM,0.993648682,0.989406806,1.210405355,0.485956082,0.233440948,0.217686224,0.107913931,0.543213637,0.281391719,0.164680106,1.313068005,1.665452464,0.69491936,0.294516256,0.285721722,0.297980007,0.12239169,0.252400037
P0AFG6,sucB,1.039578661,1.081586568,1.098320064,0.594760424,0.445451479,0.463204214,0.510765041,0.920774342,1.55091308,2.751283389,1.060632987,1.79197066,2.318429309,1.181281677,2.278635741,2.80224899,0.417229808,0.531219669
P0AFM2,proX,14.13015199,1.725717727,1.46619454,2.255827032,1.969960852,0.967639839,0.834686894,1.710873125,1.778723155,2.026444028,1.458507924,19.96728392,1.202475681,2.134215612,2.708954152,2.860890052,1.496020732,2.65763813
P0A9J6,rbsK,0.826652679,1.060872295,1.25059586,1.811941605,0.403622778,0.546765522,3.904877023,3.490352412,2.861093214,3.057566805,2.966649023,4.248587358,2.007547275,3.645129781,3.123796904,3.9513588,5.296455546,4.486207468
P25526,gabD,1.393069142,1.02388381,1.071985707,0.303765171,0.109248663,0.199611115,0.935733313,1.469270434,2.05632728,1.595806073,2.007924468,0.618518896,1.08534209,1.9815198,1.391686551,2.166392253,1.489238734,1.832511824
P0A705,infB,1.040275143,0.804181568,0.990243347,0.712348242,0.141678584,0.20641062,0.258886216,0.405966827,0.349432193,0.295061399,0.60368497,2.119572862,0.793508093,0.566444339,0.592746396,0.508872072,0.301597968,0.383320373
P45464,lpoA,1.036097075,0.883307774,1.196099245,1.066347032,0.337626111,0.232379367,3.22395335,1.679986519,1.671337515,1.269151537,1.230144065,0.778263033,1.239147692,1.207904173,1.52760655,2.176403243,2.811107603,2.495271042
P09394,glpQ,1.031489867,1.112985073,0.958066126,0.832316685,2.961145955,1.448075159,5.481346317,1.257088192,2.277625721,1.218341029,19.97324714,25.28168037,1.319693411,1.207003823,1.072681962,1.586737689,3.36842658,2.61778065
P37387,xylF,1.008800722,0.986541833,1.197545769,0.854812681,4.417061112,3.039999703,138.5065022,14.14007068,40.76523554,23.0171357,8.889645195,1.956654766,5.05896281,13.9570544,10.56667277,11.33819247,108.468766,46.34977122
P0AES4,gyrA,1.056876811,0.667290655,0.711799796,0.827589871,0.902195675,0.533712562,0.926479637,0.60872135,0.335786931,0.326631657,0.383371967,1.845621949,0.675310258,0.532118246,0.455905621,0.294093266,1.17073645,1.217174208
P60240,rapA,1.017229162,0.622893438,0.913601399,0.335742243,0.248332013,0.19945387,0.286612262,0.449464477,0.434620047,0.310983834,0.701601477,6.496935322,0.852404171,0.584388682,0.50766236,0.350624164,0.669270768,0.665175907
P0ADF6,edd,0.998379931,0.9349696,1.056500268,0.552546078,1.415134219,0.930086701,0.403888935,0.502441508,0.637649161,0.505314962,0.724528522,0.967438334,69.2092784,0.691082381,0.315772882,0.682920246,0.559617848,1.310199535
P09546,putA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0879327,1.0,1.0,1.0,1.0,1.0,1.0
P0A7K2,rplL,0.88857485,0.489509557,0.985801862,0.61255295,0.338825693,0.456472255,0.483593011,0.771908801,0.506168963,0.486077932,0.562022411,1.651319036,0.965664543,0.434722728,0.709466903,0.760483099,0.479140346,0.745735003
P0ACF8,hns,0.907509275,1.118284489,1.03786616,1.263459029,1.148604424,1.72861792,1.698263398,1.5431811,1.388502393,1.349146587,1.333786595,1.257509802,1.187394065,1.37137431,1.306310522,1.29050196,2.225985372,1.996899067
P0AA10,rplM,1.059063595,1.025393901,0.99559686,1.369543546,0.592787041,0.902143975,0.716644039,1.032267934,0.650864929,0.718994926,0.74921958,1.049151506,0.908881891,0.637087839,0.951566158,0.648216624,0.668066898,0.911433214
P0ACJ0,lrp,0.951437602,1.141754617,0.930507427,1.075386687,0.435948116,0.608587733,1.016279718,1.048436408,0.992346919,0.855583533,0.883173063,0.312477094,0.896495763,0.840182269,0.764646624,0.910602558,1.116209327,1.069873975
P0ADN2,yifE,1.02741207,1.030306028,1.032120313,1.487794269,1.067314401,1.049648505,0.852867113,0.947558486,0.652047097,0.71886946,0.912778704,0.967443597,1.032659488,0.929219552,0.880597983,0.805862092,0.782502586,1.084869279
P0A6X7,ihfA,0.912352769,1.15105833,0.90514355,1.364191313,5.363787496,6.293633489,2.089526367,1.18915848,1.391956937,1.183043458,1.041525818,0.628769398,1.041774638,0.902076406,0.890813404,1.083478813,1.977831827,1.686807767
P0A6C8,argB,0.89529288,1.034742327,0.905009882,0.931296164,0.076130421,0.104778254,0.448301152,0.629831108,0.84062212,0.566141737,0.706714223,0.060779213,0.807874366,0.605636798,0.605037485,0.999664583,0.6857725,0.527281808
P0A8P3,yggX,1.008213145,1.083208427,1.043571266,1.59007827,2.552647421,2.420233368,1.30226437,1.094905666,1.126699196,0.932042317,0.856476859,0.741191784,1.119846932,0.862325959,0.861735256,1.068280045,1.325459601,1.119172512
P0ABA4,atpH,1.026556538,0.967115392,0.975898367,1.327372809,0.581285916,0.88908391,1.017247372,1.61152569,1.150893981,1.30066128,1.27044438,1.013077795,1.285744548,1.346935497,1.467069161,1.884778724,1.399258791,2.091370633
P28635,metQ,1.101112047,0.614397868,1.039666089,0.205849754,0.200541676,0.49067705,0.168902293,0.141224635,0.294235692,0.159096315,0.416269921,0.055716181,0.502987483,0.222308261,0.252194553,0.611524814,0.190781313,0.202646032
P0AEG4,dsbA,0.98636426,0.782483469,1.201787207,1.584381268,1.682358174,1.12817647,1.657001055,1.228637202,0.929772212,1.022966059,1.045545643,0.786586336,1.245694439,1.150262832,1.166602315,1.481640111,1.580695178,1.370530334
P0A9Q5,accD,1.02177826,0.833999606,0.857967231,0.856002511,0.17975807,0.245932448,0.622033871,0.783189292,0.72768531,0.677695271,0.744983025,1.219599978,0.843196487,0.681943768,0.769920717,0.729493191,0.711063329,0.749410696
P21367,ycaC,0.979783871,2.357411128,1.135935869,0.636082489,0.698639596,1.136828922,2.111357199,0.639641889,3.747407828,1.776457469,2.23412432,1.003492889,1.06253503,1.197525254,1.082332766,1.523049514,1.396559835,0.82147052
P23836,phoP,1.007606565,1.125385821,0.992004948,0.954734323,0.276459067,0.433046192,0.84824716,1.170895669,1.134109917,1.297378176,1.291953198,0.746412375,0.967896054,1.166333351,1.119589804,0.778398581,0.940917788,0.980855135
P12758,udp,0.982377949,0.773058411,1.214550461,0.46190128,0.424454028,0.993849016,0.836094852,0.881932669,2.021775682,1.800763859,0.956198707,3.976240966,1.368744505,0.803483277,1.027183641,1.073092684,0.695332155,0.629193526
P17854,cysH,1.166536187,1.035636547,1.038506522,1.090680793,0.263297034,0.134267742,0.43562206,0.80227679,0.632402183,0.691885192,0.966951483,0.04924268,1.002877063,0.795353557,0.773394878,0.761944735,0.415072778,0.543541912
P06999,pfkB,1.021675034,1.447988697,1.06346994,1.114661381,0.326532258,0.42325398,0.722726992,0.997967268,1.035218579,1.306941113,0.932848134,0.404333492,0.694859055,0.839859299,0.87321912,0.840824851,0.818784158,0.711088032
P00963,asnA,0.78072393,0.983376483,0.798707322,0.893504272,0.147218471,0.164824218,0.14866911,0.76648441,0.339295546,0.337407416,0.803071066,0.389750024,0.965961643,0.495710592,0.54507143,0.770850258,0.239911274,0.36715744
P06986,hisC,0.86949598,0.652183544,1.19290612,1.207596794,0.11302699,0.164156069,0.559455272,0.629993721,0.777845514,0.328256465,0.913703519,0.120960427,0.654150549,0.594587689,0.606037162,0.501021483,0.95841841,0.605216837
P30178,ybiC,1.039654549,1.434918829,1.104739333,0.369033128,0.110516558,0.133908882,0.132686343,0.449980072,0.367282918,0.286527994,0.829645573,0.196584296,0.724192044,0.738116225,0.635049839,0.510188814,0.155953156,0.222576986
P64451,ydcL,0.788754505,0.92660338,1.018030268,1.043056216,11.12861231,9.105818905,4.716458917,1.718077605,3.16572883,2.166362046,1.551321903,0.473476129,1.694342525,1.170617148,1.389285289,2.021189848,2.924470299,2.463646722
P0ABC7,hflK,1.125417162,0.753234406,1.007678164,0.556258148,0.295641757,0.407831295,0.305319177,0.444689055,0.651632309,0.461149787,0.757669524,0.781711596,0.704365647,0.723119273,0.613060031,0.509368163,0.255845388,0.267997377
P00946,manA,1.010764115,1.130700805,1.153585606,1.27220056,0.11322569,0.238609031,0.568983306,1.151239952,0.822040271,1.007412839,1.21465936,1.238830282,1.211230076,1.271534006,1.239727144,1.164909275,0.580942512,0.742933817
P06715,gor,1.035959658,0.713209216,1.066460566,0.665118446,0.286783692,0.423730223,0.440341274,0.623282822,0.844268089,0.560358197,0.783703005,0.884847766,0.824695343,0.626271467,0.739371418,0.762894558,0.416797717,0.475523956
P21170,speA,1.029815413,0.799845758,0.991999084,0.147387017,0.087384534,0.048749844,0.049443653,0.122624695,0.280800917,0.204070705,0.756544945,0.816727481,0.76441325,0.563114946,0.419245261,0.254394801,0.112897735,0.14899043
P31142,sseA,0.989077195,1.206206074,0.929442255,0.942872485,0.236333526,0.317836998,1.729418113,1.432884434,2.28561616,2.125438486,1.906011071,1.407825371,1.343211482,1.966927237,1.69584792,2.190606764,1.689242136,1.348501691
P0A993,fbp,0.988686825,0.888817369,1.084480941,0.528981526,0.06866191,0.08277917,0.191257477,0.454092524,0.439263096,0.900607953,0.851205188,1.52813751,0.979989059,1.361537336,1.268804305,1.697391674,0.292942399,0.278406368
P0ABF6,cdd,0.858686118,1.160411102,0.895591795,1.284770499,0.547917717,1.297654724,2.544668198,1.12552272,1.026576256,1.156233898,1.023399921,5.138473194,1.057843682,1.008059675,0.748504278,0.92819815,1.864169198,1.360031855
P00893,ilvI,0.888193945,0.989148707,1.159289176,0.402542056,0.055682577,0.098784421,0.223165374,0.696407471,0.6206615,0.514255352,0.95439988,0.035774114,0.776490133,0.717625015,0.829695486,0.666609378,0.272150027,0.432124741
P77735,yajO,1.115206683,1.271532197,0.980203784,0.762542626,0.397614573,0.542087346,3.283117207,1.400592217,2.230170076,2.092856939,1.717960768,0.416597186,1.001124482,1.257379376,1.105292665,1.321286591,1.952396361,1.287606704
P29745,pepT,0.874558155,1.307959017,1.067851311,1.436593412,0.765171108,0.821263815,1.422584407,1.151603673,1.561314263,1.336326759,1.259948715,0.695039224,0.813362298,0.94707771,0.824836633,0.954725814,1.097746347,0.898903901
P0AEI1,miaB,1.1673632,0.668646942,0.988269534,0.484338359,0.096917503,0.074106582,0.163961671,0.477982241,0.248662137,0.255501663,0.51410903,2.477960815,0.883269997,0.602090501,0.721209411,0.474201122,0.210223103,0.323968149
P33362,osmF,1.345877354,1.778979207,1.225581262,0.930593165,6.744550726,3.672295,5.521180819,1.714531218,4.780122208,2.690831497,2.310245238,0.395551174,1.037339402,1.39212639,1.563463163,1.633918221,3.893160149,3.008450577
P37095,pepB,1.058609997,0.748952796,0.930449562,0.203648278,0.046389255,0.113983309,0.290271536,0.613368254,1.183013033,0.959529941,1.103586948,1.34584286,1.411763525,0.781375874,1.350528779,1.254726152,0.333429653,0.377317713
P22188,murE,0.981183199,1.150074902,1.106043661,1.160251518,0.222194981,0.256429128,0.412685559,0.686678888,0.564574604,0.562950976,0.881928978,1.32415225,0.774926843,0.860684011,0.686954127,0.54681193,0.453279543,0.574228715
P0A6T3,galK,1.335300159,1.029706784,1.027022205,0.365842171,0.323298731,0.238781517,0.922187009,1.536559493,17.35891727,1.710478106,2.203375979,3.466255711,1.13008639,2.4275484,2.264704696,1.335878832,0.977566981,1.573639382
P06129,btuB,0.769442746,0.835223713,1.091920362,0.394893168,0.114725814,0.113625018,1.495547384,0.771656906,0.763017162,0.590075666,0.998338708,0.351790462,1.341963176,0.786410205,0.965568558,1.112882818,0.757598878,0.479677468
P69811,fruB,1.240179715,0.900363304,1.496862712,2.977566696,0.497972495,1.146253684,1.373372856,1.497443504,1.266392967,0.427395566,1.458066338,5.700001514,1.167470498,0.614062483,0.713920274,0.41192114,1.304990154,1.390992177
P77348,mppA,1.069961753,1.10796461,0.977062245,1.425016497,3.214540578,1.876733735,6.566283574,2.652745697,2.64233564,2.559542152,1.963117778,1.683989269,1.305954022,2.107140171,1.962754599,2.182399372,5.557398728,3.958518234
P76149,yneI,0.726137724,0.852599951,0.957430168,0.157337958,0.013231172,0.025229231,0.178227334,0.782592407,0.77542146,0.727644557,1.459232889,0.134787984,0.740824145,1.734627993,2.043259947,0.590622093,0.327626892,0.671177563
P07813,leuS,0.883706027,1.127927259,0.930638639,0.696053695,1.463724456,1.071090794,0.332409692,0.43439908,0.46447226,0.45763055,0.772288013,2.797892735,0.747443184,0.489704296,0.412912331,0.328445009,0.258094625,0.248126911
P77737,oppF,15.5199015,1.0,2.554030564,1.0,1.0,1.0,1.174500749,1.0,1.726518495,7.306665026,1.0,22.01902472,1.0,6.485772915,6.828181965,1.0,1.0,1.0
P77718,thiI,1.133519249,0.595485296,1.434310948,0.374192864,0.22252831,0.448770467,0.400151198,0.129203207,0.147499925,0.211113772,1.245448472,9.790235659,0.396162533,0.890746002,0.244002825,0.253894359,0.450484824,0.710102534
P0AA04,ptsH,1.129933999,0.965386067,0.962417762,1.384173168,4.521346867,4.528292457,0.978524064,1.436281327,0.955234864,0.879625427,0.974706483,0.95382839,0.515805652,0.655751069,0.70205198,0.618655256,0.997727264,1.808008748
P0AED0,uspA,0.980086556,1.171199606,1.017372753,1.464523959,0.905107331,1.556566388,2.477263339,1.602708139,2.189497432,1.775523304,1.367574282,0.386035577,0.936107888,1.182922215,1.254882553,1.300036812,2.167692667,1.541779007
P0A763,ndk,1.004518665,0.910632914,0.899091968,1.126691305,0.499732108,0.587615008,1.465773028,1.863496977,1.416080203,2.176035771,1.552300804,1.088342965,1.496628007,2.201680554,2.109814526,1.751580366,2.17507304,2.657049756
P0A8M6,yeeX,0.909059694,1.07187841,1.012102326,1.458917446,1.455208484,2.232348335,1.104440786,1.425981846,1.159116123,0.843308168,1.167050473,0.608558645,1.168370577,0.93508342,0.791727569,0.74302488,1.142823442,1.266157218
P61714,ribH,0.890477275,1.125269338,0.950792659,1.310385577,1.779326579,2.278336704,0.588652044,1.301692702,0.871829828,0.991570675,1.165612389,1.239301098,1.192715188,1.282004723,1.170736537,1.158624246,0.820429412,1.238481559
P23869,ppiB,1.053040841,1.202131256,1.040302323,1.167448228,0.80137746,0.849751496,0.748902231,0.86029204,0.777670872,1.011956496,0.988263844,0.815706049,0.90237488,0.994164701,0.985557709,0.811482151,0.686721762,0.833508262
P0AE52,bcp,0.843519507,1.039108924,1.0549003,1.153748465,0.717953883,0.737399976,0.610911796,0.907152573,0.768610933,0.673926983,0.848234515,0.604656613,0.932411292,0.702544771,0.778053229,0.803461691,0.780531429,0.961825784
P0A955,eda,1.034305435,1.288066657,1.075959184,1.683158352,0.25048779,0.488977306,0.717538777,1.300992699,0.88787378,1.131869182,0.915020782,1.115289868,4.051509664,1.001450599,0.964117597,1.231445013,0.965183158,1.294298751
P0ABS1,dksA,1.213654766,1.044562658,0.995517716,1.418443391,1.423175754,1.815518301,1.416021411,1.523865888,1.175373555,1.29187002,1.201778596,1.795069989,1.476734395,1.096209123,1.170419529,1.570169222,1.841886692,2.10475827
P0A8B5,ybaB,0.800205469,1.002976669,0.821814878,1.057359645,0.95911638,0.973250505,0.699743659,0.923390444,0.796211114,0.905063445,1.130217888,1.221885434,0.813008041,0.976010962,0.889380833,0.671829535,0.614717581,0.876087015
P0A6L2,dapA,0.931219756,1.039493216,1.012639147,0.395933483,0.087059604,0.120904642,0.274810522,0.632602211,0.614540906,0.789339036,0.963773464,0.70477428,0.920000318,0.884172939,0.909221887,0.784748149,0.326391425,0.424694458
P0AFL3,ppiA,1.057044839,0.820547562,1.176706189,1.525785027,3.78637537,2.759216122,1.350664394,1.054414521,1.134547436,1.242428503,1.011043909,0.867108761,1.400065501,1.045178409,1.1336248,1.197682171,1.341519123,1.225058436
P08178,purM,0.843462808,1.114579032,0.863722766,0.47985831,0.155243999,0.177170309,0.38492954,0.479660077,0.641803741,0.406441036,0.961088524,0.293935166,0.763028435,0.731017282,0.627228215,0.614592164,0.318424043,0.341256053
P0ADF8,ilvN,1.019881484,0.812480085,0.96589587,1.344015826,0.248632575,0.352673984,1.83715569,1.698982667,1.298590356,1.712875296,1.311428087,0.675329881,0.968360296,1.43669907,1.588136426,1.086034375,1.609370795,1.48694447
P0AC59,grxB,1.432553428,1.440958113,0.98049246,1.044645895,0.225443447,0.504943293,0.521210029,0.808346793,1.302344855,1.172536788,0.845305035,0.456808336,0.86799042,0.823957797,0.874939804,1.030567535,0.544867481,0.628401568
P31658,hchA,1.00259734,1.200113394,0.816214402,0.757496819,0.616983719,1.651908119,1.78405306,0.857387007,1.710730961,2.243827101,1.067031662,1.063393374,1.656587757,0.842001602,0.686071993,1.015722932,1.263849607,1.050790898
P0A759,nagB,0.997245594,1.292443464,1.067681109,0.929932413,0.510773813,0.651048892,1.137102938,1.217604498,5.577536137,1.646495084,1.551433093,1.407184814,0.829489505,1.126411395,1.187081801,0.981936965,1.009799742,0.945262521
P0ABU5,elbB,1.008715286,1.124425124,1.177142693,1.805112652,0.306791478,0.639763531,2.0283742,1.810383779,1.435368452,1.710799298,1.313475488,1.274833559,1.340020753,1.594670466,1.39924911,2.003594225,2.285021694,2.240974699
P69407,rcsB,1.026519152,0.976423391,1.027392384,0.826332914,0.096161015,0.131327789,0.481262052,0.733363011,0.942414872,0.768530163,0.872976244,0.945039356,1.016711544,1.043556905,0.94676768,0.783381803,0.660395868,0.891981679
P0A9L8,proC,1.051148799,1.423429696,1.298877033,0.814108267,0.105607007,0.231813016,0.961214553,1.135696558,1.843244537,1.422072192,1.195258128,0.746404006,1.159268652,1.043628685,1.212667023,0.915926268,1.035166225,0.986207584
P39177,uspG,1.017233936,1.122169856,0.878677876,2.526428832,15.78958522,16.70151388,2.81781136,2.152373808,1.210113431,1.481180317,1.095872643,1.134562558,1.378978072,1.521865336,1.341795038,1.419233105,2.026209164,2.227323923
P0A8X2,yceI,1.075964563,0.678584522,0.963832023,1.058038461,2.450275489,1.292584151,1.705278161,1.274433875,1.411786727,1.65554482,1.088742513,0.20991317,0.917469921,0.988232939,1.363432222,1.029656514,1.676439334,1.641579842
P0A7G6,recA,1.12080569,0.925791697,1.113956187,0.392218374,0.062515379,0.044404697,0.179754308,0.409433838,0.622260232,0.560997378,1.25294697,1.442125656,1.034820102,1.004462558,0.803769565,0.540662877,0.184781712,0.261598836
P61316,lolA,1.052876145,1.140434541,0.978855224,1.368617326,4.479553382,3.256849947,1.539122935,1.269398243,1.208833219,1.000399483,1.053475649,0.804995007,0.999686248,0.842369587,0.841765988,0.780711804,1.242892047,1.138871154
P0AAC0,uspE,0.770132167,1.147057972,0.844464233,0.72945143,0.204956751,0.963407186,1.00786319,0.987814836,1.79276576,1.230633604,1.504012835,0.46198177,1.066166029,1.140552549,0.931483171,1.130268991,0.906169453,0.887505724
P37903,uspF,0.92087247,0.734658092,0.805392134,2.098935338,6.37138706,9.326591835,15.93870626,5.52621583,6.91371424,5.362116453,3.915282797,0.906651189,2.524697377,5.242056298,4.074857689,6.187309133,15.16620326,10.47227047
Q46845,yghU,1.116104881,1.104255393,1.031213159,0.698846371,0.273804642,0.407978018,1.657312592,0.866088,1.942494113,1.717294873,1.754999357,0.123535955,1.083617521,1.467434215,1.199524434,1.03111855,1.394947488,1.312792432
P0A9M2,hpt,1.053197172,1.07957421,0.86577569,1.025712879,0.227195864,0.302581861,0.590406383,0.776829831,0.605498078,0.671252518,0.741545309,2.045161944,0.658369822,0.713253609,0.680510919,0.627248504,0.504239624,0.551343837
P08244,pyrF,0.944464417,1.034749181,0.933994784,1.669155954,0.130133629,0.226001643,0.428301421,1.035285175,0.603804788,0.6429535,0.80703362,0.484724927,1.007917527,0.678626617,0.903217249,0.998133077,0.430439255,0.767288292
P0AFC7,nuoB,1.084133998,1.301510447,0.925423119,0.810453686,0.155232445,0.179145837,1.341604775,1.781606156,1.399779366,1.417123604,1.858978112,1.892574959,1.11315073,1.490172251,1.57328197,1.384348689,1.254540251,1.547886992
P0ABH0,ftsA,0.901331074,0.983651852,1.088707623,0.492916797,0.097287807,0.137479458,0.315104302,0.665775669,0.697226781,0.698559751,1.013881388,0.933595907,1.105274725,0.839806307,0.893164678,0.820265484,0.486985894,0.586684145
P08622,dnaJ,1.050500367,0.792757506,1.074082355,0.862368265,0.406346147,0.390300555,0.837815122,0.978678518,0.680170838,0.781325596,0.875373172,1.84820371,0.907178293,0.878539041,1.097778487,0.735748742,0.670361422,0.968688488
P04425,gshB,0.861243844,1.132189193,0.950975549,0.985428945,0.082699021,0.156928036,0.791441182,0.906053838,0.955827045,0.912978304,0.906546971,0.683368415,0.896973919,0.936983712,0.818777146,0.758602223,0.803848601,0.68077002
P03841,malM,1.264988273,0.751782716,0.91289809,0.77873327,0.308298901,0.157897559,8.30461334,8.513781728,4.265715183,5.023911386,5.147212794,3.298149903,1.240705712,5.427621617,4.096902996,4.203151706,12.74259948,15.48267946
P45577,proQ,1.063936267,1.306092463,0.924649128,1.18007921,0.097203753,0.163603257,0.512366963,0.686358829,0.61786218,0.62431355,0.698087646,2.749826145,0.780076409,0.708908968,0.681089569,0.50915028,0.379473748,0.501689852
P0AGJ9,tyrS,1.10131922,0.764732761,1.033994998,0.31812275,0.130845614,0.537696437,0.107157084,0.268244691,0.384371421,0.354763012,0.649846465,1.363854991,0.787335603,0.637714883,0.514848664,0.305860519,0.494183713,0.185778938
P0ACB2,hemB,1.163112902,1.038967902,1.081692722,1.194716212,0.156161549,0.326985394,0.611268315,0.86436851,0.811394501,0.680404087,0.848085004,1.226685628,1.091569638,0.87331724,0.872152613,0.973802321,0.595586158,0.695936156
P0ABU0,menB,1.219646629,1.013065178,0.830228422,0.672123288,0.145855535,0.187768868,0.608773397,0.859732746,1.022879423,1.046974786,0.9372769,1.283892479,0.789289633,0.573490622,0.774509799,0.973420756,0.639450976,0.791571707
P75823,ltaE,1.107234739,0.818173194,1.043211668,0.987776902,0.247335663,0.387465596,1.317318061,1.07568842,0.953269768,0.86148608,0.964786844,0.387632068,0.625409056,0.821392444,0.661123271,1.160586412,1.118238421,0.97432483
P0A7Y0,rnc,1.012871721,1.120070683,0.998325398,0.96715954,0.731285957,0.328970037,0.482590554,0.807931529,0.794318434,0.714524681,0.77559263,1.888310837,0.951616983,0.826303266,0.891757118,0.586139308,0.497910955,0.838217027
P05459,pdxB,0.843030571,0.959427846,0.980970882,0.357873906,0.127215857,0.200550784,0.181422572,0.38467758,0.450308564,0.379718257,0.958462313,0.70408886,0.601057587,0.579652056,0.631411904,0.372975993,0.189163336,0.249427874
P77754,spy,0.894092636,1.147968704,0.852423588,0.978958392,3.194321565,1.556367989,3.912630659,0.774622806,1.379296008,1.797139886,0.825342772,0.503241329,0.652545084,0.896197083,0.871814268,0.684535564,1.938446659,1.404744642
P60716,lipA,1.029774835,1.445758825,0.930922901,1.467346546,0.191800139,0.37508652,1.265827468,1.259585664,0.787386622,1.038986426,0.942027796,4.133196449,1.666174111,1.398152383,1.506592165,2.930777751,1.217330418,1.550307653
P76536,yfeX,1.114243339,1.034917838,1.404985247,0.956358523,0.060221761,0.123876522,0.475619019,0.972635038,0.68516421,0.893782803,1.273981292,1.68606644,0.94129674,1.236507824,1.153737851,0.891143404,0.594201627,0.665296
P0A9U3,ybiT,1.383574313,0.872319059,1.130822769,0.656081609,0.158449283,0.249336813,0.246453532,0.617792978,0.509968297,0.488618029,0.795268851,2.066974073,0.930515,0.662302211,0.723862607,0.576956995,0.320165649,0.389305922
