#id: 3740039012
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 23.3
#coverage: 91
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 23.3; Coverage: 91
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.227;Ecoli_iBAQ_arike_2012:0.136;Escherichia_coli_SC_biomart_17112_E__2reps:0.079;Escherichia_coli_SC_biomart_18119_E__5reps:0.056;PXD014877_Mueller_Nature_2020_Escherichia_coli:0.054;Ecoli_Krug_2013:0.051;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.05;ecoli1_HCD_CID_PRIDE:0.047;Ecoli_emPAI_arike_2012:0.046;ecoli2_resolutionCombination_PRIDE:0.045;Escherichia_coli_SC_biomart_12189_E__2reps:0.044;WT-lewis-peptide_count:0.04;Ecoli_APEX_arike_2012:0.038;Ecoli_Krug_2013_emPAI:0.029;511145_GPM_201408:0.02;Taniguchi_2010_Table_S6:0.014;Lu_ecoli_2007:0.013;E_coli_Wisniewski_2014_cpc:0.007;Ecoli_strainK12_PRIDE:0.004;
#publication_year: 2026
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
ilvA	511145.b3772	20.0
bhsA	511145.b1112	20.0
eutB	511145.b2441	20.0
yfdY	511145.b2377	19.9
fixB	511145.b0042	19.9
yqhA	511145.b3002	19.9
guaD	511145.b2883	19.8
nrfB	511145.b4071	19.8
rbsA	511145.b3749	19.8
gcvR	511145.b2479	19.7
ybfE	511145.b0685	19.7
alr	511145.b4053	19.6
fimC	511145.b4316	19.5
trkA	511145.b3290	19.5
eptC	511145.b3955	19.3
eutC	511145.b2440	19.3
aegA	511145.b2468	19.2
mhpR	511145.b0346	19.0
mutS	511145.b2733	19.0
yobH	511145.b4536	18.7
dsbG	511145.b0604	18.6
yheV	511145.b4551	18.5
nanR	511145.b3226	18.5
nrfC	511145.b4072	18.4
sbcB	511145.b2011	18.3
flgE	511145.b1076	18.3
hyaA	511145.b0972	18.2
ybhL	511145.b0786	18.2
acpS	511145.b2563	18.1
fecA	511145.b4291	18.1
yniB	511145.b1726	18.1
rffH	511145.b3789	18.0
glrR	511145.b2554	17.9
yfhM	511145.b2520	17.9
nfo	511145.b2159	17.9
yegJ	511145.b2071	17.9
ycbK	511145.b0926	17.8
ftsK	511145.b0890	17.8
fixA	511145.b0041	17.8
psuG	511145.b2165	17.8
pspC	511145.b1306	17.8
yobD	511145.b1820	17.8
rsmE	511145.b2946	17.7
yjtD	511145.b4403	17.7
ybiW	511145.b0823	17.6
dtpA	511145.b1634	17.6
sgrR	511145.b0069	17.6
dmsD	511145.b1591	17.6
yegR	511145.b2085	17.6
yebK	511145.b1853	17.6
ttcA	511145.b1344	17.5
bioA	511145.b0774	17.5
tdk	511145.b1238	17.5
rhlE	511145.b0797	17.5
yhbW	511145.b3160	17.5
yjhC	511145.b4280	17.4
zapE	511145.b3232	17.4
tusB	511145.b3343	17.4
nuoL	511145.b2278	17.3
cmoB	511145.b1871	17.3
lptC	511145.b3199	17.3
dauA	511145.b1206	17.2
nudC	511145.b3996	17.2
ybjD	511145.b0876	17.2
greB	511145.b3406	17.1
ydfR	511145.b1555	17.1
mnaT	511145.b1448	17.0
ulaD	511145.b4196	17.0
tusC	511145.b3344	16.9
yafJ	511145.b0223	16.9
ydaM	511145.b1341	16.8
pqiC	511145.b0952	16.8
ybbJ	511145.b0488	16.8
cyoD	511145.b0429	16.8
queA	511145.b0405	16.7
ydhP	511145.b1657	16.7
ybiU	511145.b0821	16.7
agaV	511145.b3133	16.7
npr	511145.b3206	16.7
gsk	511145.b0477	16.7
emrA	511145.b2685	16.6
pflC	511145.b3952	16.6
pdxA	511145.b0052	16.5
yqeF	511145.b2844	16.4
yedE	511145.b1929	16.4
rspR	511145.b1540	16.4
betB	511145.b0312	16.4
yhfU	511145.b3378	16.4
lpxM	511145.b1855	16.3
yqaB	511145.b2690	16.3
ygcR	511145.b2770	16.3
yceM	511145.b1068	16.1
gntK	511145.b3437	16.1
nfi	511145.b3998	16.1
kch	511145.b1250	16.0
mdtF	511145.b3514	15.9
sixA	511145.b2340	15.8
mobA	511145.b3857	15.7
nikA	511145.b3476	15.7
yhbQ	511145.b3155	15.7
yhaJ	511145.b3105	15.7
elyC	511145.b0920	15.6
dcuC	511145.b0621	15.6
ytfE	511145.b4209	15.6
sufE	511145.b1679	15.6
ftsP	511145.b3017	15.5
lgt	511145.b2828	15.5
mltA	511145.b2813	15.4
fadJ	511145.b2341	15.4
yidQ	511145.b3688	15.4
rppH	511145.b2830	15.4
glrK	511145.b2556	15.4
tamA	511145.b4220	15.2
yidR	511145.b3689	15.2
hsdR	511145.b4350	15.2
puuR	511145.b1299	15.2
ymgD	511145.b1171	15.2
fhuC	511145.b0151	15.1
yahJ	511145.b0324	15.1
mhpE	511145.b0352	14.9
ypeA	511145.b2434	14.9
yhhM	511145.b3467	14.9
ynfG	511145.b1589	14.8
cca	511145.b3056	14.8
hycB	511145.b2724	14.8
phnK	511145.b4097	14.8
holC	511145.b4259	14.8
rnt	511145.b1652	14.7
ptrA	511145.b2821	14.7
kefF	511145.b0046	14.7
ybaL	511145.b0478	14.7
hlyE	511145.b1182	14.7
ispE	511145.b1208	14.7
rnhB	511145.b0183	14.7
yqgF	511145.b2949	14.6
clsA	511145.b1249	14.6
hcp	511145.b0873	14.5
nadK	511145.b2615	14.5
alkB	511145.b2212	14.5
selA	511145.b3591	14.5
mntR	511145.b0817	14.4
yiiQ	511145.b3920	14.3
nudK	511145.b2467	14.3
uhpA	511145.b3669	14.3
yafV	511145.b0219	14.2
truB	511145.b3166	14.2
tcdA	511145.b2812	14.1
yjjV	511145.b4378	14.1
intD	511145.b0537	14.1
cysG	511145.b3368	14.1
dnaX	511145.b0470	14.1
nirD	511145.b3366	14.1
parE	511145.b3030	14.0
ecpC	511145.b0291	14.0
etk	511145.b0981	13.9
yhdE	511145.b3248	13.9
napA	511145.b2206	13.9
sseB	511145.b2522	13.8
yafW	511145.b0246	13.8
yafC	511145.b0208	13.8
cobU	511145.b1993	13.8
nupG	511145.b2964	13.7
ydiE	511145.b1705	13.6
trmH	511145.b3651	13.6
ratB	511145.b2618	13.5
nudJ	511145.b1134	13.5
ycbJ	511145.b0919	13.5
glgX	511145.b3431	13.5
hemD	511145.b3804	13.4
galP	511145.b2943	13.4
fhuF	511145.b4367	13.4
flgF	511145.b1077	13.4
waaU	511145.b3623	13.4
dinI	511145.b1061	13.3
yciM	511145.b1280	13.3
mscK	511145.b0465	13.1
allB	511145.b0512	13.1
yafD	511145.b0209	13.1
mgtA	511145.b4242	13.0
queE	511145.b2777	13.0
ravA	511145.b3746	13.0
gudD	511145.b2787	13.0
hydN	511145.b2713	13.0
wbbJ	511145.b2033	12.9
dmlA	511145.b1800	12.9
arnC	511145.b2254	12.9
astD	511145.b1746	12.9
tdcA	511145.b3118	12.8
yeiE	511145.b2157	12.8
ygdG	511145.b2798	12.7
phoR	511145.b0400	12.7
asmA	511145.b2064	12.6
wecC	511145.b3787	12.6
ybhA	511145.b0766	12.6
rlmF	511145.b0807	12.6
dmsB	511145.b0895	12.5
glcF	511145.b4467	12.5
rfaH	511145.b3842	12.5
yciU	511145.b1248	12.4
malY	511145.b1622	12.4
yigA	511145.b3810	12.4
ulaF	511145.b4198	12.4
cyaA	511145.b3806	12.3
apaG	511145.b0050	12.3
nuoJ	511145.b2280	12.3
mliC	511145.b1639	12.3
rclA	511145.b0304	12.3
eutK	511145.b2438	12.2
rarA	511145.b0892	12.2
uidA	511145.b1617	12.2
rseA	511145.b2572	12.2
mraZ	511145.b0081	12.2
yiiG	511145.b3896	12.1
ygbI	511145.b2735	12.1
yedL	511145.b1932	12.1
nrfD	511145.b4073	12.1
lsrA	511145.b1513	12.0
sdaB	511145.b2797	12.0
ubiX	511145.b2311	12.0
plsX	511145.b1090	12.0
xdhB	511145.b2867	12.0
yqcC	511145.b2792	11.9
xylA	511145.b3565	11.9
nanM	511145.b4310	11.9
waaA	511145.b3633	11.9
araA	511145.b0062	11.9
yjdI	511145.b4126	11.9
pgpA	511145.b0418	11.8
holE	511145.b1842	11.8
hycF	511145.b2720	11.7
pqqL	511145.b1494	11.7
cvrA	511145.b1191	11.6
motB	511145.b1889	11.6
yehS	511145.b2124	11.6
ycfL	511145.b1104	11.5
fdnH	511145.b1475	11.5
znuC	511145.b1858	11.5
ygeA	511145.b2840	11.4
uspC	511145.b1895	11.4
radA	511145.b4389	11.4
fliF	511145.b1938	11.4
hemN	511145.b3867	11.4
ampE	511145.b0111	11.4
rlmA	511145.b1822	11.4
ugd	511145.b2028	11.4
menF	511145.b2265	11.4
murI	511145.b3967	11.3
yraR	511145.b3152	11.3
sppA	511145.b1766	11.3
birA	511145.b3973	11.3
malQ	511145.b3416	11.2
allA	511145.b0505	11.2
ygiS	511145.b3020	11.2
lolC	511145.b1116	11.2
hyfG	511145.b2487	11.1
uxaA	511145.b3091	11.1
yegU	511145.b2099	11.0
ccmH	511145.b2194	11.0
fetA	511145.b0490	11.0
dcuR	511145.b4124	11.0
hypC	511145.b2728	10.9
ykgG	511145.b0308	10.9
nlpE	511145.b0192	10.9
ldtD	511145.b0925	10.9
ispD	511145.b2747	10.9
hrpA	511145.b1413	10.9
yecS	511145.b1918	10.8
gpp	511145.b3779	10.8
ybgL	511145.b0713	10.8
macA	511145.b0878	10.8
yebO	511145.b1825	10.8
yjfP	511145.b4190	10.7
ydjF	511145.b1770	10.7
ybjX	511145.b0877	10.7
opgC	511145.b1047	10.7
ygfF	511145.b2902	10.6
sad	511145.b1525	10.6
nrdH	511145.b2673	10.6
rluF	511145.b4022	10.6
zntR	511145.b3292	10.6
cheB	511145.b1883	10.5
ghxQ	511145.b4464	10.5
dgoR	511145.b4479	10.5
yhdN	511145.b3293	10.5
iaaA	511145.b0828	10.5
cybB	511145.b1418	10.5
ygeR	511145.b2865	10.4
tatD	511145.b4483	10.4
coaE	511145.b0103	10.4
epmA	511145.b4155	10.4
mlaE	511145.b3194	10.4
miaA	511145.b4171	10.3
recR	511145.b0472	10.3
mltB	511145.b2701	10.2
gadW	511145.b3515	10.1
hycD	511145.b2722	10.1
rhmA	511145.b2245	10.1
ubiB	511145.b3835	10.1
ypdB	511145.b2381	10.1
aidB	511145.b4187	10.0
yibH	511145.b3597	9.92
cpxP	511145.b4484	9.91
lsrR	511145.b1512	9.89
aceK	511145.b4016	9.87
holD	511145.b4372	9.83
yjiK	511145.b4333	9.81
hycA	511145.b2725	9.8
adiC	511145.b4115	9.78
yjjU	511145.b4377	9.75
eutE	511145.b2455	9.7
ydiU	511145.b1706	9.68
mutL	511145.b4170	9.65
ubiC	511145.b4039	9.61
ydhQ	511145.b1664	9.58
torT	511145.b0994	9.52
rsmD	511145.b3465	9.46
viaA	511145.b3745	9.46
speC	511145.b2965	9.44
cyoC	511145.b0430	9.44
phnO	511145.b4093	9.43
cspI	511145.b1552	9.42
ybbA	511145.b0495	9.42
menC	511145.b2261	9.4
degS	511145.b3235	9.38
flxA	511145.b1566	9.37
yodC	511145.b1957	9.35
ygaV	511145.b2667	9.34
ybcW	511145.b0559	9.34
yifK	511145.b3795	9.3
cdsA	511145.b0175	9.29
rsxC	511145.b1629	9.28
yedI	511145.b1958	9.27
focB	511145.b2492	9.19
ybjI	511145.b0844	9.18
rbbA	511145.b3486	9.16
yghW	511145.b2998	9.14
yciV	511145.b1266	9.12
waaY	511145.b3625	9.11
clpS	511145.b0881	9.03
alsA	511145.b4087	9.0
ydcP	511145.b1435	8.95
uvrC	511145.b1913	8.93
marA	511145.b1531	8.84
yciY	511145.b4595	8.82
yceA	511145.b1055	8.82
ftsB	511145.b2748	8.81
metR	511145.b3828	8.8
csiR	511145.b2664	8.75
patA	511145.b3073	8.75
ulaR	511145.b4191	8.7
bisC	511145.b3551	8.68
tilS	511145.b0188	8.61
ydgD	511145.b1598	8.59
hemA	511145.b1210	8.58
ykgF	511145.b0307	8.58
flgG	511145.b1078	8.57
exuT	511145.b3093	8.54
rseP	511145.b0176	8.51
ybiA	511145.b0798	8.49
sapA	511145.b1294	8.48
frvR	511145.b3897	8.48
creB	511145.b4398	8.47
rssA	511145.b1234	8.47
yegD	511145.b2069	8.45
ybdL	511145.b0600	8.39
hcr	511145.b0872	8.38
mrr	511145.b4351	8.37
cedA	511145.b1731	8.35
hipA	511145.b1507	8.28
quuD	511145.b0551	8.24
phnD	511145.b4105	8.2
eptB	511145.b3546	8.18
yffP	511145.b2447	8.17
mreC	511145.b3250	8.15
nudL	511145.b1813	8.12
yihM	511145.b3873	8.09
priC	511145.b0467	8.02
xseA	511145.b2509	7.9
hypD	511145.b2729	7.9
rsxG	511145.b1631	7.9
rffG	511145.b3788	7.87
yhcO	511145.b3239	7.83
yecR	511145.b1904	7.8
bcsF	511145.b3537	7.73
yhjK	511145.b3529	7.72
nadB	511145.b2574	7.72
ygeV	511145.b2869	7.72
yafL	511145.b0227	7.71
cpxA	511145.b3911	7.69
dnaC	511145.b4361	7.68
yggW	511145.b2955	7.67
yheU	511145.b3354	7.65
waaR	511145.b3626	7.64
bioB	511145.b0775	7.63
yciZ	511145.b4596	7.58
mnmC	511145.b2324	7.53
alsR	511145.b4089	7.52
yeiR	511145.b2173	7.52
araC	511145.b0064	7.52
yggU	511145.b2953	7.51
pldB	511145.b3825	7.49
dnaT	511145.b4362	7.48
cbdA	511145.b0978	7.47
maa	511145.b0459	7.45
mazG	511145.b2781	7.4
ytfI	511145.b4215	7.4
yoaE	511145.b1816	7.4
gltS	511145.b3653	7.38
csiD	511145.b2659	7.29
yhjH	511145.b3525	7.29
yejG	511145.b2181	7.28
mepA	511145.b2328	7.26
acrD	511145.b2470	7.26
rep	511145.b3778	7.25
ynjB	511145.b1754	7.23
ybiJ	511145.b0802	7.19
bcsC	511145.b3530	7.19
ydjL	511145.b1776	7.18
yqjF	511145.b3101	7.15
ycfQ	511145.b1111	7.14
yceG	511145.b1097	7.13
mlc	511145.b1594	7.11
ydgI	511145.b1605	7.06
ybaN	511145.b0468	7.04
amiA	511145.b2435	7.04
ybgO	511145.b0716	7.02
ymgE	511145.b1195	7.0
narY	511145.b1467	7.0
cvpA	511145.b2313	6.98
cueR	511145.b0487	6.98
ybjS	511145.b0868	6.98
atoA	511145.b2222	6.97
tus	511145.b1610	6.95
kdpD	511145.b0695	6.94
yraK	511145.b3145	6.94
tag	511145.b3549	6.91
garD	511145.b3128	6.91
puuD	511145.b1298	6.9
waaF	511145.b3620	6.86
csdA	511145.b2810	6.84
eutQ	511145.b2460	6.83
yhjD	511145.b3522	6.82
hyi	511145.b0508	6.82
yegH	511145.b2063	6.79
fucI	511145.b2802	6.79
gsiA	511145.b0829	6.78
ampD	511145.b0110	6.77
yehX	511145.b2129	6.76
pgpC	511145.b2560	6.75
ydiN	511145.b1691	6.75
ybaQ	511145.b0483	6.73
lpxT	511145.b2174	6.72
hemH	511145.b0475	6.7
rluA	511145.b0058	6.69
gfcD	511145.b0984	6.69
ftsQ	511145.b0093	6.69
lolE	511145.b1118	6.68
yihN	511145.b3874	6.67
yobA	511145.b1841	6.66
lysP	511145.b2156	6.63
yjgH	511145.b4248	6.62
yjaH	511145.b4001	6.59
gsiC	511145.b0831	6.57
basS	511145.b4112	6.54
ydjY	511145.b1751	6.53
ftsI	511145.b0084	6.5
emtA	511145.b1193	6.5
arnD	511145.b2256	6.49
yibB	511145.b3618	6.47
yjjI	511145.b4380	6.46
ycfJ	511145.b1110	6.45
hofP	511145.b3392	6.45
dnaG	511145.b3066	6.44
paaX	511145.b1399	6.43
hemF	511145.b2436	6.4
pabC	511145.b1096	6.39
yfgO	511145.b2493	6.36
recJ	511145.b2892	6.35
yeaH	511145.b1784	6.34
insL1-3	511145.b2394	6.33
fdnG	511145.b1474	6.26
insK	511145.b3558	6.26
fliI	511145.b1941	6.26
yagI	511145.b0272	6.26
gtrS	511145.b2352	6.24
yhcG	511145.b3220	6.24
rsmJ	511145.b3497	6.23
hisQ	511145.b2308	6.22
smrA	511145.b1340	6.22
ydfO	511145.b1549	6.2
mrcA	511145.b3396	6.19
clsC	511145.b1046	6.18
narK	511145.b1223	6.18
gltJ	511145.b0654	6.17
appA	511145.b0980	6.16
tsaA	511145.b0195	6.14
ybdG	511145.b0577	6.12
nhaA	511145.b0019	6.07
truA	511145.b2318	6.03
yneE	511145.b1520	5.94
yddE	511145.b1464	5.93
ybgA	511145.b0707	5.93
ytfL	511145.b4218	5.92
lpxH	511145.b0524	5.9
pgpB	511145.b1278	5.9
gltK	511145.b0653	5.86
yfjD	511145.b4461	5.86
ubiA	511145.b4040	5.85
hyuA	511145.b2873	5.84
cusA	511145.b0575	5.83
artQ	511145.b0862	5.82
ycjY	511145.b1327	5.81
ybjM	511145.b0848	5.81
yajI	511145.b0412	5.81
trmL	511145.b3606	5.8
brnQ	511145.b0401	5.76
atpI	511145.b3739	5.74
ychJ	511145.b1233	5.74
ydhV	511145.b1673	5.74
hcaT	511145.b2536	5.73
yggM	511145.b2956	5.73
ygjH	511145.b3074	5.72
rnhA	511145.b0214	5.72
holB	511145.b1099	5.71
ydbL	511145.b1383	5.7
araG	511145.b1900	5.69
adeP	511145.b3714	5.67
yaiW	511145.b0378	5.6
fliS	511145.b1925	5.58
yciW	511145.b1287	5.58
cdh	511145.b3918	5.56
paaA	511145.b1388	5.54
fimB	511145.b4312	5.53
ytfK	511145.b4217	5.53
arsC	511145.b3503	5.52
srlB	511145.b2704	5.51
uidR	511145.b1618	5.5
yedW	511145.b1969	5.5
yadM	511145.b0138	5.47
ycbZ	511145.b0955	5.47
rutR	511145.b1013	5.47
yeaV	511145.b1801	5.46
ldcC	511145.b0186	5.46
qseC	511145.b3026	5.46
dam	511145.b3387	5.46
yqiK	511145.b3051	5.45
yghQ	511145.b2983	5.45
idnO	511145.b4266	5.44
fetB	511145.b0491	5.44
envC	511145.b3613	5.44
yhhY	511145.b3441	5.42
mqo	511145.b2210	5.42
mltC	511145.b2963	5.42
cadB	511145.b4132	5.41
gfcC	511145.b0985	5.4
ampC	511145.b4150	5.37
lnt	511145.b0657	5.36
nanK	511145.b3222	5.35
pinR	511145.b1374	5.34
yohK	511145.b2142	5.3
yjiN	511145.b4336	5.29
folK	511145.b0142	5.28
bdcR	511145.b4251	5.27
xylH	511145.b3568	5.25
ydeR	511145.b1503	5.25
ssuA	511145.b0936	5.23
ydeE	511145.b1534	5.22
yiaO	511145.b3579	5.22
panE	511145.b0425	5.21
cytR	511145.b3934	5.2
mcbR	511145.b1450	5.2
mlrA	511145.b2127	5.2
citA	511145.b0619	5.17
chbR	511145.b1735	5.17
ubiH	511145.b2907	5.16
gudP	511145.b2789	5.15
dcm	511145.b1961	5.15
pbpG	511145.b2134	5.14
yfcC	511145.b2298	5.14
yrfF	511145.b3398	5.14
ligT	511145.b0147	5.12
recG	511145.b3652	5.12
phoQ	511145.b1129	5.1
thiK	511145.b1106	5.09
amiD	511145.b0867	5.04
yjfK	511145.b4183	5.04
yehR	511145.b2123	5.03
dmlR	511145.b1799	5.03
yeaP	511145.b1794	5.03
ratA	511145.b2619	5.02
yoaC	511145.b1810	5.01
yejM	511145.b2188	4.99
torC	511145.b0996	4.98
citB	511145.b0620	4.97
fsaB	511145.b3946	4.95
flhA	511145.b1879	4.94
hda	511145.b2496	4.93
ampH	511145.b0376	4.91
frmB	511145.b0355	4.89
ecpD	511145.b0290	4.86
uacT	511145.b2888	4.85
araB	511145.b0063	4.81
moeB	511145.b0826	4.81
rluE	511145.b1135	4.78
bioF	511145.b0776	4.77
rssB	511145.b1235	4.77
recQ	511145.b3822	4.76
ytcA	511145.b4622	4.75
deoR	511145.b0840	4.74
alaE	511145.b2670	4.73
caiD	511145.b0036	4.73
yeaJ	511145.b1786	4.72
ypfN	511145.b4547	4.72
yeiI	511145.b2160	4.71
codB	511145.b0336	4.67
hofN	511145.b3394	4.65
sgcC	511145.b4304	4.64
yoaF	511145.b1793	4.63
yliE	511145.b0833	4.62
yjjG	511145.b4374	4.57
cheR	511145.b1884	4.57
frwA	511145.b3947	4.55
ybhR	511145.b0792	4.52
ybjG	511145.b0841	4.52
recF	511145.b3700	4.52
eutG	511145.b2453	4.51
waaH	511145.b3615	4.51
sanA	511145.b2144	4.48
tamB	511145.b4221	4.47
tnaB	511145.b3709	4.46
yejF	511145.b2180	4.39
yiaY	511145.b3589	4.39
srlR	511145.b2707	4.38
hyaC	511145.b0974	4.38
nrdG	511145.b4237	4.38
flhD	511145.b1892	4.38
rcsC	511145.b2218	4.37
gspL	511145.b3333	4.36
mqsA	511145.b3021	4.36
yaeQ	511145.b0190	4.34
caiA	511145.b0039	4.34
atoC	511145.b2220	4.33
dxr	511145.b0173	4.33
pinQ	511145.b1545	4.33
waaQ	511145.b3632	4.33
aas	511145.b2836	4.32
pnuC	511145.b0751	4.32
hipB	511145.b1508	4.31
mepS	511145.b2175	4.3
phnN	511145.b4094	4.3
yfjY	511145.b2644	4.3
kdpE	511145.b0694	4.28
garL	511145.b3126	4.27
yfeC	511145.b2398	4.25
yagF	511145.b0269	4.24
ybjN	511145.b0853	4.23
zupT	511145.b3040	4.22
pabB	511145.b1812	4.2
yedQ	511145.b1956	4.2
bluR	511145.b1162	4.2
yehE	511145.b2112	4.2
cptA	511145.b2896	4.19
ycjR	511145.b1314	4.17
yibA	511145.b3594	4.16
prpR	511145.b0330	4.15
rtn	511145.b2176	4.15
malX	511145.b1621	4.15
cobS	511145.b1992	4.15
ftnB	511145.b1902	4.14
idi	511145.b2889	4.14
dgt	511145.b0160	4.14
dedA	511145.b2317	4.14
napC	511145.b2202	4.13
cobT	511145.b1991	4.13
mrdB	511145.b0634	4.12
nikE	511145.b3480	4.11
rimI	511145.b4373	4.08
yfhH	511145.b2561	4.08
adeQ	511145.b3664	4.07
pstA	511145.b3726	4.07
narZ	511145.b1468	4.06
ykgL	511145.b0295	4.05
xdhA	511145.b2866	4.05
csrD	511145.b3252	4.04
gltP	511145.b4077	4.03
yfaZ	511145.b2250	4.02
ybhI	511145.b0770	4.0
yrdB	511145.b3280	3.99
fau	511145.b2912	3.98
rbsC	511145.b3750	3.98
dnaE	511145.b0184	3.97
rem	511145.b1561	3.96
iclR	511145.b4018	3.92
agaR	511145.b3131	3.92
ydhX	511145.b1671	3.9
dacB	511145.b3182	3.9
rlmG	511145.b3084	3.89
sieB	511145.b1353	3.88
srlD	511145.b2705	3.88
fxsA	511145.b4140	3.85
cohE	511145.b1145	3.85
rnlA	511145.b2630	3.84
ycjW	511145.b1320	3.83
ygcE	511145.b2776	3.83
ulaE	511145.b4197	3.83
gspH	511145.b3329	3.83
yccS	511145.b0960	3.82
scpA	511145.b2917	3.81
treR	511145.b4241	3.81
fsr	511145.b0479	3.81
yqjA	511145.b3095	3.81
yhiN	511145.b3492	3.8
rhaB	511145.b3904	3.8
opgB	511145.b4359	3.79
nth	511145.b1633	3.78
waaS	511145.b3629	3.78
yjcE	511145.b4065	3.76
xerC	511145.b3811	3.75
yjbB	511145.b4020	3.75
sapF	511145.b1290	3.74
rzpD	511145.b0556	3.74
yqhC	511145.b3010	3.72
mutH	511145.b2831	3.71
yidD	511145.b4557	3.7
rbn	511145.b2268	3.7
yfgJ	511145.b2510	3.69
ypjD	511145.b2611	3.67
ynjD	511145.b1756	3.65
yrfG	511145.b3399	3.65
glpG	511145.b3424	3.65
rnd	511145.b1804	3.64
chaC	511145.b1218	3.63
rmuC	511145.b3832	3.63
hybE	511145.b2992	3.62
topB	511145.b1763	3.62
amiB	511145.b4169	3.61
higA	511145.b3082	3.59
pgaA	511145.b1024	3.59
hofQ	511145.b3391	3.59
yidE	511145.b3685	3.57
psuK	511145.b2166	3.57
livM	511145.b3456	3.56
uspB	511145.b3494	3.56
fliH	511145.b1940	3.54
ybaO	511145.b0447	3.54
sfsA	511145.b0146	3.53
ydfA	511145.b1571	3.51
sgbU	511145.b3582	3.51
yjcF	511145.b4066	3.51
waaG	511145.b3631	3.48
mrdA	511145.b0635	3.45
ftsL	511145.b0083	3.45
yidH	511145.b3676	3.44
dppC	511145.b3542	3.41
marR	511145.b1530	3.41
yedJ	511145.b1962	3.39
mcrA	511145.b1159	3.38
ydcD	511145.b1457	3.38
yghB	511145.b3009	3.38
ybcH	511145.b0567	3.37
yidL	511145.b3680	3.37
yebQ	511145.b1828	3.37
yfjH	511145.b2623	3.35
rhaR	511145.b3906	3.32
mutT	511145.b0099	3.31
yddB	511145.b1495	3.31
macB	511145.b0879	3.3
bcsG	511145.b3538	3.29
ybhP	511145.b0790	3.28
gspB	511145.b3322	3.27
ttdT	511145.b3063	3.27
yeiQ	511145.b2172	3.27
waaC	511145.b3621	3.25
fieF	511145.b3915	3.23
hyfI	511145.b2489	3.23
yohC	511145.b2135	3.23
sapC	511145.b1292	3.21
yfdC	511145.b2347	3.21
yfjI	511145.b2625	3.2
yjeJ	511145.b4145	3.2
ssuD	511145.b0935	3.2
hrpB	511145.b0148	3.19
yhdP	511145.b4472	3.18
efeB	511145.b1019	3.18
yfdF	511145.b2345	3.18
hycH	511145.b2718	3.17
murJ	511145.b1069	3.16
clsB	511145.b0789	3.15
aes	511145.b0476	3.15
menD	511145.b2264	3.15
torZ	511145.b1872	3.14
nrdI	511145.b2674	3.13
frlR	511145.b3375	3.12
wecF	511145.b4481	3.11
crfC	511145.b4109	3.11
ydaE	511145.b4526	3.11
fryA	511145.b2383	3.11
ydjG	511145.b1771	3.1
barA	511145.b2786	3.1
smtA	511145.b0921	3.09
dnaQ	511145.b0215	3.08
ptrB	511145.b1845	3.07
yfaA	511145.b2230	3.06
mazF	511145.b2782	3.05
recD	511145.b2819	3.05
recC	511145.b2822	3.05
mcrC	511145.b4345	3.04
mngR	511145.b0730	3.03
ytjB	511145.b4387	3.03
aaeR	511145.b3243	3.02
epmC	511145.b2326	3.02
rsmF	511145.b1835	3.02
glcD	511145.b2979	3.02
mepM	511145.b1856	3.02
insG	511145.b4278	3.01
soxR	511145.b4063	3.01
bssR	511145.b0836	3.01
hicB	511145.b1438	3.01
fepE	511145.b0587	3.0
yehK	511145.b4541	3.0
fliO	511145.b1947	2.99
yfhG	511145.b2555	2.99
yfbS	511145.b2292	2.98
yigZ	511145.b3848	2.97
mmuP	511145.b0260	2.97
lsrD	511145.b1515	2.96
ybeR	511145.b0645	2.95
envY	511145.b0566	2.95
gspD	511145.b3325	2.94
ypeB	511145.b4546	2.93
narU	511145.b1469	2.93
yibQ	511145.b3614	2.93
yfjW	511145.b2642	2.91
ynaE	511145.b1375	2.91
kefG	511145.b3351	2.91
malI	511145.b1620	2.9
qseB	511145.b3025	2.89
mhpF	511145.b0351	2.89
znuB	511145.b1859	2.87
amiC	511145.b2817	2.87
insD1	511145.b0361	2.86
insD1-2	511145.b1402	2.86
insD1-3	511145.b1996	2.86
insD1-4	511145.b2860	2.86
insD1-5	511145.b3045	2.86
insD1-6	511145.b4273	2.86
ecpE	511145.b0289	2.85
lysR	511145.b2839	2.85
mdtA	511145.b2074	2.84
casE	511145.b2756	2.84
pspF	511145.b1303	2.84
ycaK	511145.b0901	2.82
acrE	511145.b3265	2.82
ybfD	511145.b0706	2.81
yieL	511145.b3719	2.81
yafK	511145.b0224	2.8
mglC	511145.b2148	2.79
allC	511145.b0516	2.78
mutM	511145.b3635	2.78
glsB	511145.b1524	2.78
ydcV	511145.b1443	2.77
btuD	511145.b1709	2.76
yafO	511145.b0233	2.76
yicN	511145.b3663	2.75
yegX	511145.b2102	2.74
soxS	511145.b4062	2.73
yegV	511145.b2100	2.73
ygfI	511145.b2921	2.72
